step,total_steps,loss,kl_loss,policy_ratio,reward_avg,tokens_per_sec,avg_response_len,adv_avg,adv_std,entropy_avg,eval_acc
266,500,27.934814,27.934814,0.670138,0.000000,23.549007,1024.000000,0.000000,0.000000,11.926175,
267,500,27.661411,27.661411,0.556374,0.000000,23.466777,1024.000000,0.000000,0.000000,11.926584,
268,500,26.670439,26.670439,1.127322,0.000000,23.501359,1024.000000,0.000000,0.000000,11.926289,
269,500,26.555237,26.555237,0.856966,0.000000,23.607198,1024.000000,0.000000,0.000000,11.925722,
270,500,26.247261,26.247261,0.816704,0.000000,23.449273,1024.000000,0.000000,0.000000,11.925900,
271,500,26.220741,26.220741,0.638223,0.000000,23.582344,1024.000000,0.000000,0.000000,11.926056,
272,500,26.390312,26.390312,0.693390,0.000000,23.540518,1024.000000,0.000000,0.000000,11.926439,
273,500,26.993801,26.993801,1.473159,0.000000,23.647833,1024.000000,0.000000,0.000000,11.926470,
274,500,27.699804,27.699804,0.743316,0.000000,23.495848,1024.000000,0.000000,0.000000,11.926300,
275,500,27.845644,27.845644,0.561207,0.000000,23.586816,1024.000000,0.000000,0.000000,11.926374,
276,500,27.314955,27.314955,0.846395,0.000000,23.394799,1024.000000,0.000000,0.000000,11.926321,
277,500,26.704069,26.704069,0.786963,0.000000,23.457818,1024.000000,0.000000,0.000000,11.926163,
278,500,26.491390,26.491390,0.872142,0.000000,23.592517,1024.000000,0.000000,0.000000,11.925816,
279,500,26.781830,26.781830,0.852493,0.000000,23.503466,1024.000000,0.000000,0.000000,11.925404,
280,500,26.112556,26.112556,0.373702,0.000000,23.412370,1024.000000,0.000000,0.000000,11.925673,
281,500,26.864248,26.864248,0.679814,0.000000,23.553241,1024.000000,0.000000,0.000000,11.926407,
282,500,28.213434,28.213434,1.242339,0.000000,25.018580,1024.000000,0.000000,0.000000,11.926651,
283,500,28.056038,28.056038,0.971485,0.000000,23.608786,1024.000000,0.000000,0.000000,11.926561,
284,500,27.539656,27.539656,0.874513,0.000000,23.433974,1024.000000,0.000000,0.000000,11.926706,
285,500,27.205881,27.205881,0.798758,0.000000,23.303523,1024.000000,0.000000,0.000000,11.926899,
286,500,26.851068,26.851068,0.950468,0.000000,23.631208,1024.000000,0.000000,0.000000,11.926673,
287,500,23.502724,23.502724,1.012086,0.000000,22.013439,908.375000,0.000000,0.000000,11.926337,
288,500,26.809683,26.809683,0.830800,0.000000,23.529086,1024.000000,0.000000,0.000000,11.926441,
289,500,27.632847,27.632847,0.900687,0.000000,23.330876,1024.000000,0.000000,0.000000,11.926311,
290,500,27.509274,27.509274,0.915437,0.000000,23.642849,1024.000000,0.000000,0.000000,11.926371,
291,500,27.392162,27.392162,0.871807,0.000000,23.817034,1024.000000,0.000000,0.000000,11.926558,
292,500,27.353651,27.353651,0.597784,0.000000,23.412515,1024.000000,0.000000,0.000000,11.926772,
293,500,27.498859,27.498859,1.088066,0.000000,23.571465,1024.000000,0.000000,0.000000,11.927032,
294,500,27.147230,27.147230,1.177554,0.000000,24.635319,1024.000000,0.000000,0.000000,11.926805,
295,500,26.708443,26.708443,0.769353,0.000000,23.503239,1024.000000,0.000000,0.000000,11.926345,
296,500,26.643642,26.643642,0.627316,0.000000,23.489510,1024.000000,0.000000,0.000000,11.926537,
297,500,27.299154,27.299154,0.516877,0.000000,23.624824,1024.000000,0.000000,0.000000,11.926897,
298,500,27.421669,27.421669,1.747234,0.000000,23.608844,1024.000000,0.000000,0.000000,11.926591,
299,500,28.438042,28.438042,1.090962,0.000000,23.543086,1024.000000,0.000000,0.000000,11.925704,
300,500,28.338863,28.338863,0.397845,0.000000,23.437356,1024.000000,0.000000,0.000000,11.925854,0.0
301,500,27.759062,27.759062,0.478900,0.000000,23.507943,1024.000000,0.000000,0.000000,11.926596,
302,500,27.594496,27.594496,1.572039,0.000000,23.547468,1024.000000,0.000000,0.000000,11.926843,
303,500,26.822914,26.822914,1.222061,0.000000,23.520008,1024.000000,0.000000,0.000000,11.926474,
304,500,27.062643,27.062643,0.743078,0.000000,23.573553,1024.000000,0.000000,0.000000,11.926730,
305,500,27.012619,27.012619,0.757503,0.000000,23.545351,1024.000000,0.000000,0.000000,11.926983,
306,500,27.259548,27.259548,0.930248,0.000000,23.639097,1024.000000,0.000000,0.000000,11.927097,
307,500,27.497084,27.497084,0.943303,0.000000,23.525107,1024.000000,0.000000,0.000000,11.926810,
308,500,28.281584,28.281584,0.918768,0.000000,23.379641,1024.000000,0.000000,0.000000,11.926764,
309,500,27.900688,27.900688,0.848599,0.000000,23.485598,1024.000000,0.000000,0.000000,11.926632,
310,500,27.409035,27.409035,0.763577,0.000000,23.600550,1024.000000,0.000000,0.000000,11.926816,
311,500,27.555099,27.555099,0.907007,0.000000,23.533538,1024.000000,0.000000,0.000000,11.927004,
312,500,27.490168,27.490168,0.720805,0.000000,23.630563,1024.000000,0.000000,0.000000,11.927052,
313,500,27.353203,27.353203,1.060175,0.000000,23.324566,1024.000000,0.000000,0.000000,11.926845,
314,500,27.963398,27.963398,0.941691,0.000000,23.495701,1024.000000,0.000000,0.000000,11.926662,
315,500,27.518251,27.518251,0.685831,0.000000,23.381339,1024.000000,0.000000,0.000000,11.926918,
316,500,27.197994,27.197994,1.139056,0.000000,23.628121,1024.000000,0.000000,0.000000,11.926975,
317,500,27.903425,27.903425,0.848043,0.000000,23.535700,1024.000000,0.000000,0.000000,11.926909,
318,500,27.027208,27.027208,0.816797,0.000000,22.993858,994.375000,0.000000,0.000000,11.926984,
319,500,28.234568,28.234568,1.284605,0.000000,23.592918,1024.000000,0.000000,0.000000,11.927095,
320,500,27.530788,27.530788,1.006890,0.000000,23.553727,1024.000000,0.000000,0.000000,11.926973,
321,500,27.652384,27.652384,1.012024,0.000000,23.130722,1024.000000,0.000000,0.000000,11.926668,
322,500,26.666565,26.666565,1.069213,0.000000,23.679253,1024.000000,0.000000,0.000000,11.926984,
323,500,27.814857,27.814857,0.726742,0.000000,23.510284,1024.000000,0.000000,0.000000,11.927080,
324,500,26.546869,26.546869,1.006576,0.000000,23.370930,1024.000000,0.000000,0.000000,11.927016,
325,500,27.654869,27.654869,1.109950,0.000000,23.645147,1024.000000,0.000000,0.000000,11.926785,
326,500,26.936001,26.936001,0.763092,0.000000,23.368197,1024.000000,0.000000,0.000000,11.926832,
327,500,27.502821,27.502821,0.631405,0.000000,23.617508,1024.000000,0.000000,0.000000,11.927069,
328,500,27.597006,27.597006,0.901265,0.000000,23.543529,1024.000000,0.000000,0.000000,11.927344,
329,500,27.435986,27.435986,1.339931,0.000000,23.475201,1024.000000,0.000000,0.000000,11.927239,
330,500,27.479588,27.479588,0.878581,0.000000,23.410559,1024.000000,0.000000,0.000000,11.926919,
331,500,27.359718,27.359718,0.474833,0.000000,23.377881,1024.000000,0.000000,0.000000,11.926933,
332,500,26.602951,26.602951,1.469173,0.000000,23.541241,1024.000000,0.000000,0.000000,11.927392,
333,500,27.098135,27.098135,1.287744,0.000000,23.391677,1024.000000,0.000000,0.000000,11.927035,
334,500,26.945971,26.945971,0.995364,0.000000,23.701212,1024.000000,0.000000,0.000000,11.926844,
335,500,27.372009,27.372009,0.986819,0.000000,23.370876,1024.000000,0.000000,0.000000,11.927214,
336,500,27.747549,27.747549,0.727648,0.000000,23.647511,1024.000000,0.000000,0.000000,11.927359,
337,500,28.168230,28.168230,1.178419,0.000000,23.499375,1024.000000,0.000000,0.000000,11.927297,
338,500,27.400696,27.400696,0.886513,0.000000,23.136851,1024.000000,0.000000,0.000000,11.926806,
339,500,26.705019,26.705019,0.539382,0.000000,23.587847,1024.000000,0.000000,0.000000,11.927332,
340,500,27.054562,27.054562,1.036520,0.000000,23.633892,1024.000000,0.000000,0.000000,11.927572,
341,500,27.433430,27.433430,1.073374,0.000000,23.514315,1024.000000,0.000000,0.000000,11.927193,
342,500,27.722912,27.722912,0.789981,0.000000,23.523074,1024.000000,0.000000,0.000000,11.926951,
343,500,27.552099,27.552099,0.656650,0.000000,23.491354,1024.000000,0.000000,0.000000,11.927236,
344,500,27.777214,27.777214,1.391875,0.000000,23.649754,1024.000000,0.000000,0.000000,11.927250,
345,500,27.327082,27.327082,1.101609,0.000000,23.579515,1024.000000,0.000000,0.000000,11.926962,
346,500,27.703360,27.703360,0.658464,0.000000,23.228992,1024.000000,0.000000,0.000000,11.926854,
347,500,27.344360,27.344360,0.659615,0.000000,23.529250,1024.000000,0.000000,0.000000,11.927317,
348,500,27.721470,27.721470,1.049970,0.000000,23.473084,1024.000000,0.000000,0.000000,11.927190,
349,500,27.026840,27.026840,0.880858,0.000000,23.554022,1024.000000,0.000000,0.000000,11.926673,
350,500,24.088531,24.088531,0.669105,0.000000,22.088955,912.625000,0.000000,0.000000,11.926779,0.0
351,500,26.564964,26.564964,0.588397,0.000000,23.739934,1024.000000,0.000000,0.000000,11.927147,
352,500,27.998745,27.998745,0.892265,0.000000,23.418277,1024.000000,0.000000,0.000000,11.927582,
353,500,27.985678,27.985678,0.926950,0.000000,23.570196,1024.000000,0.000000,0.000000,11.927387,
354,500,27.345739,27.345739,0.845925,0.000000,23.391334,1024.000000,0.000000,0.000000,11.927324,
355,500,28.142206,28.142206,0.574981,0.000000,23.501810,1024.000000,0.000000,0.000000,11.927353,
356,500,27.628746,27.628746,0.770376,0.000000,20.901770,1024.000000,0.000000,0.000000,11.926925,
357,500,28.164513,28.164513,1.320267,0.000000,23.482962,1024.000000,0.000000,0.000000,11.927162,
358,500,27.461744,27.461744,0.837757,0.000000,23.510957,1024.000000,0.000000,0.000000,11.927068,
359,500,26.499208,26.499208,0.727139,0.000000,23.788277,1024.000000,0.000000,0.000000,11.927280,
360,500,27.036039,27.036039,0.938018,0.000000,22.139927,1024.000000,0.000000,0.000000,11.927393,
361,500,25.294943,25.294943,1.430570,0.000000,22.762035,946.125000,0.000000,0.000000,11.927351,
362,500,28.209814,28.209814,0.966085,0.000000,23.447490,1024.000000,0.000000,0.000000,11.927393,
363,500,27.351332,27.351332,0.864786,0.000000,23.606275,1024.000000,0.000000,0.000000,11.927603,
364,500,27.418924,27.418924,1.255819,0.000000,23.589234,1024.000000,0.000000,0.000000,11.927579,
365,500,27.716854,27.716854,1.077593,0.000000,23.548584,1024.000000,0.000000,0.000000,11.927405,
366,500,27.794922,27.794922,0.872907,0.000000,23.463087,1024.000000,0.000000,0.000000,11.927222,
367,500,27.321299,27.321299,0.965894,0.000000,23.641967,1024.000000,0.000000,0.000000,11.927509,
368,500,26.470055,26.470055,0.887534,0.000000,23.219471,1024.000000,0.000000,0.000000,11.927539,
369,500,27.789719,27.789719,1.151886,0.000000,23.592217,1024.000000,0.000000,0.000000,11.927715,
370,500,27.586864,27.586864,0.934553,0.000000,23.435824,1024.000000,0.000000,0.000000,11.927601,
371,500,27.749237,27.749237,1.256658,0.000000,23.619602,1024.000000,0.000000,0.000000,11.927620,
372,500,27.689772,27.689772,1.083899,0.000000,23.566706,1024.000000,0.000000,0.000000,11.927452,
373,500,27.782972,27.782972,0.683253,0.000000,23.602263,1024.000000,0.000000,0.000000,11.927359,
374,500,27.836760,27.836760,0.713958,0.000000,23.538341,1024.000000,0.000000,0.000000,11.927618,
375,500,26.942644,26.942644,0.870766,0.000000,23.602596,1024.000000,0.000000,0.000000,11.927735,
376,500,27.573055,27.573055,1.215931,0.000000,23.550978,1024.000000,0.000000,0.000000,11.927608,
377,500,27.560612,27.560612,1.020652,0.000000,23.587924,1024.000000,0.000000,0.000000,11.927422,
378,500,27.533182,27.533182,0.641321,0.000000,23.291847,1024.000000,0.000000,0.000000,11.927536,
379,500,27.286823,27.286823,0.930101,0.000000,23.600473,1024.000000,0.000000,0.000000,11.927794,
380,500,27.889618,27.889618,0.977171,0.000000,23.459828,1024.000000,0.000000,0.000000,11.927629,
381,500,27.732365,27.732365,0.974460,0.000000,23.494505,1024.000000,0.000000,0.000000,11.927645,
382,500,27.550425,27.550425,0.908594,0.000000,23.545201,1024.000000,0.000000,0.000000,11.927757,
383,500,27.949747,27.949747,1.129515,0.000000,23.492925,1024.000000,0.000000,0.000000,11.927757,
384,500,23.286966,23.286966,0.897034,0.000000,22.025841,896.625000,0.000000,0.000000,11.927059,
385,500,26.987936,26.987936,1.038935,0.000000,23.479652,1024.000000,0.000000,0.000000,11.927435,
386,500,28.058546,28.058546,0.786726,0.000000,23.411144,1024.000000,0.000000,0.000000,11.927749,
387,500,28.059677,28.059677,1.078011,0.000000,23.496125,1024.000000,0.000000,0.000000,11.927767,
388,500,27.751013,27.751013,1.020988,0.000000,23.712313,1024.000000,0.000000,0.000000,11.927773,
389,500,28.237143,28.237143,0.762407,0.000000,23.580225,1024.000000,0.000000,0.000000,11.927776,
390,500,27.702660,27.702660,0.874608,0.000000,23.619632,1024.000000,0.000000,0.000000,11.927805,
391,500,27.938105,27.938105,1.080339,0.000000,23.732141,1024.000000,0.000000,0.000000,11.927651,
392,500,26.925442,26.925442,0.900391,0.000000,23.467917,1024.000000,0.000000,0.000000,11.927639,
393,500,26.870697,26.870697,0.809846,0.000000,23.566655,1024.000000,0.000000,0.000000,11.927790,
394,500,27.492496,27.492496,0.842361,0.000000,23.489668,1024.000000,0.000000,0.000000,11.927852,
395,500,27.023571,27.023571,1.086068,0.000000,23.616407,1024.000000,0.000000,0.000000,11.927889,
396,500,28.253304,28.253304,0.904600,0.000000,23.514573,1024.000000,0.000000,0.000000,11.927884,
397,500,27.297964,27.297964,0.867085,0.000000,23.464587,1024.000000,0.000000,0.000000,11.927780,
398,500,28.163479,28.163479,0.837162,0.000000,23.386881,1024.000000,0.000000,0.000000,11.927790,
399,500,27.435671,27.435671,0.993966,0.000000,23.484199,1024.000000,0.000000,0.000000,11.927702,
400,500,27.066677,27.066677,0.908172,0.000000,23.508604,1024.000000,0.000000,0.000000,11.927731,0.0
401,500,27.311840,27.311840,0.832699,0.000000,21.892626,1024.000000,0.000000,0.000000,11.927386,
402,500,27.542276,27.542276,0.939840,0.000000,23.420423,1024.000000,0.000000,0.000000,11.927732,
403,500,27.483124,27.483124,1.204734,0.000000,23.248880,1024.000000,0.000000,0.000000,11.927650,
404,500,28.198610,28.198610,0.825785,0.000000,23.569418,1024.000000,0.000000,0.000000,11.927715,
405,500,27.171549,27.171549,0.898603,0.000000,23.549946,1024.000000,0.000000,0.000000,11.927858,
406,500,27.269680,27.269680,0.992953,0.000000,23.459894,1024.000000,0.000000,0.000000,11.927944,
407,500,26.947557,26.947557,1.398447,0.000000,23.388559,1024.000000,0.000000,0.000000,11.927679,
408,500,27.409538,27.409538,0.983254,0.000000,23.520651,1024.000000,0.000000,0.000000,11.927637,
409,500,27.983883,27.983883,0.609792,0.000000,23.494414,1024.000000,0.000000,0.000000,11.927736,
410,500,27.202368,27.202368,1.006827,0.000000,23.486298,1024.000000,0.000000,0.000000,11.927934,
411,500,27.784313,27.784313,1.418040,0.000000,23.373213,1024.000000,0.000000,0.000000,11.927849,
412,500,27.504757,27.504757,0.854927,0.000000,23.542451,1024.000000,0.000000,0.000000,11.927820,
413,500,28.970943,28.970943,0.994399,0.000000,23.447132,1024.000000,0.000000,0.000000,11.927702,
414,500,27.937748,27.937748,0.826672,0.000000,20.238509,1024.000000,0.000000,0.000000,11.927347,
415,500,28.050695,28.050695,0.814029,0.000000,23.576859,1024.000000,0.000000,0.000000,11.927727,
416,500,27.580725,27.580725,1.291229,0.000000,23.499016,1024.000000,0.000000,0.000000,11.927414,
417,500,27.179817,27.179817,0.825253,0.000000,23.619578,1024.000000,0.000000,0.000000,11.927422,
418,500,27.518208,27.518208,0.739466,0.000000,23.603811,1024.000000,0.000000,0.000000,11.927541,
419,500,27.645477,27.645477,0.847271,0.000000,23.487583,1024.000000,0.000000,0.000000,11.927946,
420,500,27.827883,27.827883,1.199828,0.000000,21.920789,1024.000000,0.000000,0.000000,11.927689,
421,500,27.934631,27.934631,1.091548,0.000000,23.600993,1024.000000,0.000000,0.000000,11.927928,
422,500,28.176811,28.176811,0.674059,0.000000,23.303216,1024.000000,0.000000,0.000000,11.927843,
423,500,26.826630,26.826630,0.712720,0.000000,23.292510,1024.000000,0.000000,0.000000,11.927870,
424,500,26.787405,26.787405,1.446788,0.000000,23.635311,1024.000000,0.000000,0.000000,11.927649,
425,500,27.080593,27.080593,1.029111,0.000000,23.666323,1024.000000,0.000000,0.000000,11.927395,
426,500,27.191071,27.191071,0.708683,0.000000,23.590833,1024.000000,0.000000,0.000000,11.927381,
427,500,26.706015,26.706015,0.882820,0.000000,23.576833,1024.000000,0.000000,0.000000,11.927794,
428,500,27.374914,27.374914,1.060269,0.000000,23.448257,1024.000000,0.000000,0.000000,11.928051,
429,500,27.627584,27.627584,1.073241,0.000000,23.644619,1024.000000,0.000000,0.000000,11.927818,
430,500,28.840857,28.840857,0.794578,0.000000,23.906153,1024.000000,0.000000,0.000000,11.927651,
431,500,27.664469,27.664469,0.704713,0.000000,23.615557,1024.000000,0.000000,0.000000,11.927915,
432,500,27.442621,27.442621,1.009463,0.000000,23.460800,1024.000000,0.000000,0.000000,11.928018,
433,500,26.618141,26.618141,1.135945,0.000000,23.695907,1024.000000,0.000000,0.000000,11.927751,
434,500,27.544220,27.544220,0.853759,0.000000,23.443043,1024.000000,0.000000,0.000000,11.927530,
435,500,27.084990,27.084990,0.659060,0.000000,21.022364,1024.000000,0.000000,0.000000,11.927155,
436,500,27.198252,27.198252,1.253291,0.000000,23.500294,1024.000000,0.000000,0.000000,11.927942,
437,500,27.928337,27.928337,1.440457,0.000000,23.598242,1024.000000,0.000000,0.000000,11.927742,
438,500,27.373833,27.373833,0.796446,0.000000,23.487453,1024.000000,0.000000,0.000000,11.927629,
439,500,27.206032,27.206032,0.709165,0.000000,23.089022,1024.000000,0.000000,0.000000,11.927776,
440,500,28.783195,28.783195,0.891815,0.000000,23.583184,1024.000000,0.000000,0.000000,11.927920,
441,500,27.615444,27.615444,1.565581,0.000000,23.637432,1024.000000,0.000000,0.000000,11.927567,
442,500,27.968960,27.968960,0.842064,0.000000,23.536877,1024.000000,0.000000,0.000000,11.927462,
443,500,27.284376,27.284376,0.672762,0.000000,23.635333,1024.000000,0.000000,0.000000,11.927492,
444,500,27.514614,27.514614,0.853613,0.000000,23.601816,1024.000000,0.000000,0.000000,11.927678,
445,500,27.618017,27.618017,1.079333,0.000000,23.608778,1024.000000,0.000000,0.000000,11.927765,
446,500,25.626587,25.626587,1.008751,0.000000,22.929868,955.000000,0.000000,0.000000,11.927670,
447,500,28.060215,28.060215,0.763780,0.000000,23.598476,1024.000000,0.000000,0.000000,11.927782,
448,500,27.782141,27.782141,0.849589,0.000000,23.489183,1024.000000,0.000000,0.000000,11.927908,
449,500,28.117407,28.117407,0.896469,0.000000,23.672730,1024.000000,0.000000,0.000000,11.927792,
450,500,27.959538,27.959538,0.867724,0.000000,23.536308,1024.000000,0.000000,0.000000,11.927560,0.0
451,500,27.596777,27.596777,0.769462,0.000000,23.452418,1024.000000,0.000000,0.000000,11.927613,
452,500,27.149960,27.149960,1.239028,0.000000,23.495076,1024.000000,0.000000,0.000000,11.927805,
453,500,28.067183,28.067183,1.063632,0.000000,23.466163,1024.000000,0.000000,0.000000,11.927705,
454,500,26.929995,26.929995,0.629186,0.000000,23.431807,1024.000000,0.000000,0.000000,11.927801,
455,500,27.792194,27.792194,0.775926,0.000000,23.544202,1024.000000,0.000000,0.000000,11.928180,
456,500,27.855307,27.855307,1.384536,0.000000,23.106473,1024.000000,0.000000,0.000000,11.927862,
457,500,27.425276,27.425276,1.156342,0.000000,24.380311,1024.000000,0.000000,0.000000,11.927652,
458,500,27.771765,27.771765,0.807405,0.000000,23.538190,1024.000000,0.000000,0.000000,11.927771,
459,500,27.872467,27.872467,0.712926,0.000000,23.547635,1024.000000,0.000000,0.000000,11.928029,
460,500,27.624565,27.624565,1.349552,0.000000,23.554459,1024.000000,0.000000,0.000000,11.928183,
461,500,27.964260,27.964260,1.074425,0.000000,23.753929,1024.000000,0.000000,0.000000,11.927872,
462,500,27.957441,27.957441,0.790010,0.000000,23.433444,1024.000000,0.000000,0.000000,11.927835,
463,500,27.715427,27.715427,0.762461,0.000000,23.640048,1024.000000,0.000000,0.000000,11.928028,
464,500,27.698872,27.698872,0.782027,0.000000,23.409825,1024.000000,0.000000,0.000000,11.928118,
465,500,27.424112,27.424112,1.408848,0.000000,23.663462,1024.000000,0.000000,0.000000,11.927781,
466,500,27.314484,27.314484,0.898523,0.000000,23.383275,1024.000000,0.000000,0.000000,11.927522,
467,500,27.378540,27.378540,0.880187,0.000000,23.623711,1024.000000,0.000000,0.000000,11.927896,
468,500,27.639191,27.639191,0.782041,0.000000,23.492068,1024.000000,0.000000,0.000000,11.928137,
469,500,27.092787,27.092787,1.394692,0.000000,23.646852,1024.000000,0.000000,0.000000,11.928070,
470,500,27.308657,27.308657,0.812116,0.000000,23.561854,1024.000000,0.000000,0.000000,11.927874,
471,500,27.408394,27.408394,0.762605,0.000000,23.526344,1024.000000,0.000000,0.000000,11.927914,
472,500,27.191969,27.191969,0.949368,0.000000,23.489062,1024.000000,0.000000,0.000000,11.927960,
473,500,27.382193,27.382193,1.232941,0.000000,23.576906,1024.000000,0.000000,0.000000,11.927950,
474,500,27.494164,27.494164,1.037645,0.000000,23.317161,1024.000000,0.000000,0.000000,11.927857,
475,500,27.403870,27.403870,0.691541,0.000000,23.586258,1024.000000,0.000000,0.000000,11.927941,
476,500,28.288036,28.288036,0.829266,0.000000,23.536992,1024.000000,0.000000,0.000000,11.928208,
477,500,27.483097,27.483097,1.160959,0.000000,23.601164,1024.000000,0.000000,0.000000,11.928236,
478,500,27.471178,27.471178,1.141332,0.000000,23.530602,1024.000000,0.000000,0.000000,11.928106,
479,500,27.949421,27.949421,0.973298,0.000000,23.595440,1024.000000,0.000000,0.000000,11.928125,
480,500,27.975159,27.975159,0.679793,0.000000,23.445652,1024.000000,0.000000,0.000000,11.928186,
481,500,27.596569,27.596569,1.324824,0.000000,23.546030,1024.000000,0.000000,0.000000,11.928123,
482,500,27.455236,27.455236,1.143746,0.000000,23.506372,1024.000000,0.000000,0.000000,11.928009,
483,500,27.926888,27.926888,0.801509,0.000000,23.503377,1024.000000,0.000000,0.000000,11.927962,
484,500,27.256506,27.256506,0.846078,0.000000,23.439164,1003.750000,0.000000,0.000000,11.928221,
485,500,27.824020,27.824020,0.824717,0.000000,20.795803,1024.000000,0.000000,0.000000,11.927872,
486,500,27.615845,27.615845,1.180221,0.000000,23.427461,1024.000000,0.000000,0.000000,11.928094,
487,500,28.185110,28.185110,0.925693,0.000000,23.578311,1024.000000,0.000000,0.000000,11.927781,
488,500,27.897453,27.897453,0.819368,0.000000,23.254516,1024.000000,0.000000,0.000000,11.927919,
489,500,27.402658,27.402658,1.071763,0.000000,23.670124,1024.000000,0.000000,0.000000,11.928072,
490,500,25.752750,25.752750,1.341738,0.000000,22.785991,964.625000,0.000000,0.000000,11.927973,
491,500,26.658243,26.658243,0.934613,0.000000,24.455395,1024.000000,0.000000,0.000000,11.928070,
492,500,27.721449,27.721449,0.818524,0.000000,23.613060,1024.000000,0.000000,0.000000,11.928199,
493,500,27.103123,27.103123,1.158147,0.000000,23.508606,1024.000000,0.000000,0.000000,11.928364,
494,500,27.749451,27.749451,1.168810,0.000000,23.627179,1024.000000,0.000000,0.000000,11.928368,
495,500,27.958273,27.958273,0.987684,0.000000,23.460736,1024.000000,0.000000,0.000000,11.928288,
496,500,28.142063,28.142063,0.987898,0.000000,23.528235,1024.000000,0.000000,0.000000,11.928232,
497,500,27.250778,27.250778,1.103490,0.000000,23.640528,1024.000000,0.000000,0.000000,11.928250,
498,500,27.999870,27.999870,1.257146,0.000000,23.539599,1024.000000,0.000000,0.000000,11.928325,
499,500,27.368010,27.368010,1.170514,0.000000,23.778660,1024.000000,0.000000,0.000000,11.928225,
500,500,26.991720,26.991720,1.011160,0.000000,23.458652,1024.000000,0.000000,0.000000,11.928205,0.0
