step,total_steps,loss,reward_avg,tokens_per_sec,avg_response_len,adv_avg,adv_std,entropy_avg,policy_ratio,eval_acc
307,500,0.000000,0.000000,24.245512,557.500000,0.000000,0.000000,0.078269,1.524761,
308,500,0.000000,1.000000,24.457043,428.000000,0.000000,0.000000,0.036476,1.398184,
309,500,-1.361819,0.125000,23.293111,286.875000,0.000000,0.999717,0.092078,0.919959,
310,500,0.000000,0.000000,25.375706,868.500000,0.000000,0.000000,0.143071,9.919211,
311,500,0.000000,1.000000,24.537031,300.125000,0.000000,0.000000,0.042304,0.651476,
312,500,0.000000,1.000000,24.368808,300.500000,0.000000,0.000000,0.044217,0.939031,
313,500,0.000000,0.000000,22.411185,676.500000,0.000000,0.000000,0.231699,1.011336,
314,500,0.000000,0.000000,25.137354,452.125000,0.000000,0.000000,0.110855,1.789963,
315,500,0.000000,1.000000,24.512324,318.000000,0.000000,0.000000,0.040700,0.951680,
316,500,-0.278820,0.375000,22.993368,640.125000,0.000000,0.999807,0.150833,0.979034,
317,500,0.000000,1.000000,23.125649,595.375000,0.000000,0.000000,0.048750,1.325051,
318,500,0.000000,1.000000,23.952445,673.375000,0.000000,0.000000,0.039564,0.860533,
319,500,0.013353,0.875000,24.218393,645.125000,0.000000,0.999717,0.071133,0.914674,
320,500,0.000000,1.000000,24.936662,346.625000,0.000000,0.000000,0.133012,1.712690,
321,500,-0.389791,0.750000,28.242926,592.750000,0.000000,0.999784,0.115275,1.018962,
322,500,0.000000,0.000000,23.532706,465.000000,0.000000,0.000000,0.053537,2.416362,
323,500,0.000000,0.000000,24.557134,849.125000,0.000000,0.000000,0.086505,1.028074,
324,500,0.743020,0.500000,27.446025,249.625000,0.000000,0.999813,0.106633,2.172318,
325,500,0.000000,1.000000,23.201398,457.250000,0.000000,0.000000,0.089140,1.690574,
326,500,0.000000,1.000000,25.461661,443.375000,0.000000,0.000000,0.099142,1.874318,
327,500,0.000000,1.000000,24.367903,630.750000,0.000000,0.000000,0.049365,0.469286,
328,500,-0.452057,0.875000,22.811818,437.625000,0.000000,0.999717,0.136572,1.543302,
329,500,0.000000,0.000000,24.243132,826.125000,0.000000,0.000000,0.066473,5.324875,
330,500,0.000000,0.000000,22.896177,845.750000,0.000000,0.000000,0.143261,0.360345,
331,500,0.000000,0.000000,24.562634,694.000000,0.000000,0.000000,0.393307,1.587117,
332,500,0.213216,0.875000,23.885521,618.250000,0.000000,0.999717,0.089359,0.769292,
333,500,0.000000,1.000000,24.276409,391.250000,0.000000,0.000000,0.047730,1.279359,
334,500,-0.401503,0.875000,25.772558,567.500000,0.000000,0.999717,0.060872,1.807636,
335,500,0.000000,0.000000,22.694593,495.000000,0.000000,0.000000,0.053094,1.244887,
336,500,0.000000,0.000000,25.572954,618.625000,0.000000,0.000000,0.100079,2.860246,
337,500,0.000000,1.000000,24.714880,314.250000,0.000000,0.000000,0.059661,2.994503,
338,500,0.000000,0.000000,24.080849,833.625000,0.000000,0.000000,0.159212,36.310108,
339,500,0.000000,1.000000,24.686440,410.250000,0.000000,0.000000,0.039137,0.905497,
340,500,-0.175968,0.875000,23.205351,463.750000,0.000000,0.999717,0.081820,0.882729,
341,500,0.000000,1.000000,25.326059,433.250000,0.000000,0.000000,0.056216,0.692394,
342,500,0.000000,0.000000,23.717183,894.625000,0.000000,0.000000,0.322659,0.243365,
343,500,0.000000,1.000000,26.158156,279.625000,0.000000,0.000000,0.067356,1.167727,
344,500,0.000000,1.000000,24.579554,346.625000,0.000000,0.000000,0.050186,0.939441,
345,500,-0.015650,0.750000,25.256258,429.125000,0.000000,0.999784,0.064768,0.943130,
346,500,0.001774,0.750000,26.146532,671.375000,0.000000,0.999784,0.280548,0.436555,
347,500,0.000000,1.000000,24.188972,442.000000,0.000000,0.000000,0.047372,1.083405,
348,500,0.000000,1.000000,24.198366,161.625000,0.000000,0.000000,0.066017,1.065208,
349,500,-2.131020,0.125000,23.659719,682.500000,0.000000,0.999717,0.091027,1.652447,
350,500,0.089304,0.875000,24.021855,242.000000,0.000000,0.999717,0.123148,0.960938,41.0
351,500,-0.333028,0.750000,23.845362,712.250000,0.000000,0.999784,0.156234,2.041685,
352,500,-4.436227,0.250000,23.803418,653.750000,0.000000,0.999784,0.061944,8.633198,
353,500,0.000000,0.000000,23.664091,1005.125000,0.000000,0.000000,0.103168,1.556851,
354,500,0.124599,0.500000,26.366246,456.125000,0.000000,0.999813,0.176174,0.231513,
355,500,0.000000,0.000000,23.705076,424.750000,0.000000,0.000000,0.089451,0.821702,
356,500,-0.205359,0.125000,21.033442,1019.125000,0.000000,0.999717,0.206109,0.712930,
357,500,0.149172,0.125000,22.291496,671.750000,0.000000,0.999717,0.249258,1.221076,
358,500,0.000000,1.000000,23.952427,317.125000,0.000000,0.000000,0.063830,1.315054,
359,500,0.000000,1.000000,24.795482,327.500000,0.000000,0.000000,0.094376,1.853101,
360,500,0.000000,0.000000,20.151942,530.375000,0.000000,0.000000,0.405530,1.550339,
361,500,0.000000,1.000000,24.388076,322.500000,0.000000,0.000000,0.138555,1.292333,
362,500,0.000000,1.000000,24.789527,334.375000,0.000000,0.000000,0.048856,1.267416,
363,500,0.000000,1.000000,24.500824,316.250000,0.000000,0.000000,0.055325,1.898764,
364,500,0.000000,1.000000,24.997674,338.500000,0.000000,0.000000,0.068755,0.716189,
365,500,0.175548,0.125000,25.145180,425.375000,0.000000,0.999717,0.071567,0.676339,
366,500,0.000000,1.000000,23.801508,474.375000,0.000000,0.000000,0.101000,1.488429,
367,500,0.000000,0.000000,22.468138,482.875000,0.000000,0.000000,0.111542,1.563945,
368,500,0.492890,0.125000,22.224529,597.250000,0.000000,0.999717,0.190987,1.992784,
369,500,0.672529,0.500000,22.114210,526.000000,0.000000,0.999813,0.095411,1.515883,
370,500,0.123085,0.250000,23.901175,748.000000,0.000000,0.999784,0.145840,0.636745,
371,500,0.000000,1.000000,24.444152,470.000000,0.000000,0.000000,0.069198,0.407000,
372,500,0.000000,1.000000,24.293264,209.500000,0.000000,0.000000,0.126648,1.066251,
373,500,0.000000,1.000000,24.611685,283.250000,0.000000,0.000000,0.090169,1.717894,
374,500,0.000000,1.000000,24.471631,407.875000,0.000000,0.000000,0.069198,0.731804,
375,500,0.000000,1.000000,24.625409,195.375000,0.000000,0.000000,0.082696,1.159889,
376,500,-0.009682,0.625000,24.969715,453.500000,0.000000,0.999807,0.153314,0.205880,
377,500,0.000000,1.000000,24.434246,151.000000,0.000000,0.000000,0.054320,1.182911,
378,500,0.000000,1.000000,24.244326,252.500000,0.000000,0.000000,0.077273,0.868253,
379,500,-0.433608,0.750000,23.771153,234.125000,0.000000,0.999784,0.265354,1.055092,
380,500,0.000000,1.000000,24.343137,174.000000,0.000000,0.000000,0.064759,0.516341,
381,500,0.000000,1.000000,23.465290,592.875000,0.000000,0.000000,0.243102,1.017156,
382,500,-0.587219,0.375000,25.987171,818.875000,0.000000,0.999807,0.207177,0.852662,
383,500,-0.092199,0.500000,25.554339,419.375000,0.000000,0.999813,0.173259,0.675251,
384,500,0.000000,1.000000,25.036625,354.000000,0.000000,0.000000,0.081989,1.369970,
385,500,0.000000,0.000000,23.890243,610.875000,0.000000,0.000000,0.438190,0.854439,
386,500,-0.199941,0.375000,25.135947,534.000000,0.000000,0.999807,0.153418,1.131255,
387,500,-1.620911,0.125000,23.166445,800.375000,0.000000,0.999717,0.267183,4.433895,
388,500,0.000000,1.000000,24.589268,216.875000,0.000000,0.000000,0.180169,2.225755,
389,500,-0.423758,0.500000,25.785068,500.250000,0.000000,0.999813,0.319368,3.357287,
390,500,-4.977872,0.375000,24.563060,416.500000,0.000000,0.999807,0.155520,13.052045,
391,500,0.000000,1.000000,24.509470,240.375000,0.000000,0.000000,0.036021,1.035859,
392,500,0.000000,0.000000,24.390550,179.625000,0.000000,0.000000,0.094065,0.653379,
393,500,0.000000,1.000000,24.052731,740.250000,0.000000,0.000000,0.068438,24.538010,
394,500,0.000000,1.000000,24.590701,330.375000,0.000000,0.000000,0.076325,1.237938,
395,500,0.000000,1.000000,24.452670,501.125000,0.000000,0.000000,0.063769,1.396209,
396,500,0.935704,0.750000,25.694060,482.125000,0.000000,0.999784,0.242548,2.762558,
397,500,-0.292533,0.875000,26.108724,548.250000,0.000000,0.999717,0.145875,0.984844,
398,500,0.000000,1.000000,24.070058,750.500000,0.000000,0.000000,0.099173,1.030851,
399,500,-0.691762,0.125000,23.799654,642.375000,0.000000,0.999717,0.084393,0.543687,
400,500,-1.081440,0.750000,23.445064,399.500000,0.000000,0.999784,0.058972,2.558555,41.8
401,500,0.000000,1.000000,24.011133,444.250000,0.000000,0.000000,0.115901,2.020407,
402,500,-0.047834,0.250000,23.308292,914.875000,0.000000,0.999784,0.114258,0.814927,
403,500,0.000000,0.000000,22.499713,439.000000,0.000000,0.000000,0.113711,1.057913,
404,500,0.000000,0.000000,24.598181,438.500000,0.000000,0.000000,0.049830,1.496753,
405,500,0.000000,0.000000,22.227984,663.000000,0.000000,0.000000,0.427310,1.977444,
406,500,0.000000,0.000000,24.622599,642.250000,0.000000,0.000000,0.178929,1.200303,
407,500,-0.477157,0.375000,24.377478,545.125000,0.000000,0.999807,0.110165,0.548959,
408,500,0.695851,0.625000,24.082037,498.625000,0.000000,0.999807,0.103410,5.996642,
409,500,0.000000,1.000000,22.797867,452.000000,0.000000,0.000000,0.086648,2.818147,
410,500,0.000000,0.000000,23.329373,967.500000,0.000000,0.000000,0.175028,1.593191,
411,500,0.000000,0.000000,26.580576,869.000000,0.000000,0.000000,0.134938,1.473089,
412,500,0.000000,1.000000,23.525193,452.125000,0.000000,0.000000,0.070798,1.275604,
413,500,-0.982431,0.500000,22.911701,359.500000,0.000000,0.999813,0.093532,1.654114,
414,500,0.000000,0.000000,20.012774,639.750000,0.000000,0.000000,0.097025,1.049448,
415,500,0.000000,1.000000,23.184872,502.750000,0.000000,0.000000,0.065719,1.618415,
416,500,-0.381303,0.125000,22.986373,835.000000,0.000000,0.999717,0.193489,1.233909,
417,500,0.000000,1.000000,24.125037,338.500000,0.000000,0.000000,0.093044,1.480684,
418,500,-0.494553,0.500000,24.019766,432.625000,0.000000,0.999813,0.183464,1.475182,
419,500,0.000000,1.000000,24.286180,425.875000,0.000000,0.000000,0.053464,1.164416,
420,500,0.091554,0.125000,21.515503,844.750000,0.000000,0.999717,0.270122,0.870525,
421,500,0.000000,1.000000,23.976173,325.375000,0.000000,0.000000,0.087337,1.430058,
422,500,-0.387569,0.750000,21.883337,503.000000,0.000000,0.999784,0.175147,1.514218,
423,500,0.000000,0.000000,23.986714,667.750000,0.000000,0.000000,0.048595,1.574073,
424,500,0.000000,1.000000,22.857019,237.250000,0.000000,0.000000,0.174406,2.022246,
425,500,-0.357364,0.875000,24.314279,277.875000,0.000000,0.999717,0.108017,1.196154,
426,500,0.000000,1.000000,22.819870,470.500000,0.000000,0.000000,0.192875,0.887910,
427,500,0.000000,1.000000,23.729999,247.875000,0.000000,0.000000,0.104711,1.031979,
428,500,0.000000,1.000000,24.420481,462.875000,0.000000,0.000000,0.074636,2.168865,
429,500,0.000000,1.000000,24.346231,317.500000,0.000000,0.000000,0.083459,0.478230,
430,500,-1.553277,0.750000,22.867862,320.375000,0.000000,0.999784,0.225329,3.814265,
431,500,-1.445974,0.625000,24.015485,481.375000,0.000000,0.999807,0.120831,2.326097,
432,500,-0.253586,0.500000,26.236837,654.125000,0.000000,0.999813,0.122281,0.935282,
433,500,0.000000,1.000000,23.762544,453.500000,0.000000,0.000000,0.053638,1.863029,
434,500,-0.264176,0.875000,24.457974,707.500000,0.000000,0.999717,0.127460,1.007286,
435,500,0.000000,0.000000,20.070569,617.875000,0.000000,0.000000,0.217129,1.742715,
436,500,0.000000,1.000000,24.412123,227.125000,0.000000,0.000000,0.030843,1.166475,
437,500,-0.011159,0.125000,24.613980,593.625000,0.000000,0.999717,0.080890,1.466824,
438,500,-0.438179,0.500000,21.662198,579.750000,0.000000,0.999813,0.122410,1.447973,
439,500,-0.214122,0.625000,22.815494,402.125000,0.000000,0.999807,0.096817,1.062017,
440,500,0.000000,1.000000,23.209068,492.875000,0.000000,0.000000,0.040785,0.900963,
441,500,0.000000,1.000000,24.633954,292.000000,0.000000,0.000000,0.064918,0.682742,
442,500,0.000000,1.000000,23.848818,256.250000,0.000000,0.000000,0.083954,0.776896,
443,500,-0.192391,0.750000,23.326523,542.375000,0.000000,0.999784,0.095455,0.429952,
444,500,-1.116066,0.625000,23.001903,587.750000,0.000000,0.999807,0.137450,2.222750,
445,500,0.000000,0.000000,22.963115,574.375000,0.000000,0.000000,0.162275,2.093286,
446,500,0.000000,1.000000,24.033262,367.000000,0.000000,0.000000,0.043311,0.783249,
447,500,0.000000,1.000000,25.039297,354.500000,0.000000,0.000000,0.072439,0.693277,
448,500,0.000000,0.000000,24.113187,780.875000,0.000000,0.000000,0.066348,1.403188,
449,500,0.000000,1.000000,24.429245,183.125000,0.000000,0.000000,0.073296,1.540341,
450,500,0.000000,1.000000,24.363424,171.000000,0.000000,0.000000,0.066502,0.278444,39.4
451,500,0.035448,0.625000,20.985002,496.375000,0.000000,0.999807,0.128269,0.644201,
452,500,0.000000,0.000000,25.610261,466.750000,0.000000,0.000000,0.089064,2.506245,
453,500,-0.193457,0.750000,25.030629,553.500000,0.000000,0.999784,0.129385,0.440254,
454,500,-0.528306,0.375000,23.495661,675.375000,0.000000,0.999807,0.204012,0.486175,
455,500,-0.162871,0.125000,23.477330,770.875000,0.000000,0.999717,0.350032,0.238614,
456,500,0.227934,0.125000,25.918155,432.875000,0.000000,0.999717,0.581090,0.937869,
457,500,0.000000,0.000000,22.625343,590.875000,0.000000,0.000000,0.542247,0.434303,
458,500,-3.447781,0.500000,24.272702,368.125000,0.000000,0.999813,0.102861,11.499572,
459,500,-3.369024,0.125000,23.912588,963.625000,0.000000,0.999717,0.253277,5.526979,
460,500,0.000000,0.000000,22.778775,324.875000,0.000000,0.000000,0.148285,0.930035,
461,500,0.000000,1.000000,23.967555,98.250000,0.000000,0.000000,0.075838,0.896625,
462,500,0.000000,0.000000,25.264873,480.125000,0.000000,0.000000,0.312680,0.695503,
463,500,0.000000,1.000000,23.380980,391.375000,0.000000,0.000000,0.114432,1.210537,
464,500,0.000000,0.000000,24.479646,406.875000,0.000000,0.000000,0.053239,1.263898,
465,500,0.000000,1.000000,26.198263,407.500000,0.000000,0.000000,0.149104,1.395932,
466,500,0.490849,0.500000,24.607233,599.250000,0.000000,0.999813,0.128689,0.620499,
467,500,0.000000,1.000000,24.890288,308.250000,0.000000,0.000000,0.263028,2.104945,
468,500,-0.249659,0.875000,23.959924,528.125000,0.000000,0.999717,0.346699,1.065042,
469,500,0.000000,1.000000,23.304376,447.250000,0.000000,0.000000,0.132159,0.644306,
470,500,-0.109688,0.500000,24.384771,547.375000,0.000000,0.999813,0.057134,0.622331,
471,500,0.813132,0.875000,24.274190,536.625000,0.000000,0.999717,0.106603,1.299971,
472,500,0.000000,0.000000,23.198405,648.750000,0.000000,0.000000,0.630265,0.979086,
473,500,0.000000,1.000000,24.597500,409.375000,0.000000,0.000000,0.047143,1.181772,
474,500,-0.065347,0.125000,24.415669,459.375000,0.000000,0.999717,0.086568,1.268373,
475,500,0.000000,1.000000,24.106433,626.375000,0.000000,0.000000,0.141424,0.899797,
476,500,-0.232340,0.875000,28.772711,464.375000,0.000000,0.999717,0.349143,0.665769,
477,500,0.626027,0.375000,25.563155,742.250000,0.000000,0.999807,0.588192,1.102681,
478,500,0.000000,1.000000,25.018544,501.875000,0.000000,0.000000,0.098672,3.635418,
479,500,0.206952,0.375000,26.846463,323.250000,0.000000,0.999807,0.574966,1.368888,
480,500,0.000000,1.000000,24.369268,449.000000,0.000000,0.000000,0.056192,0.727029,
481,500,-0.025237,0.500000,22.249777,724.625000,0.000000,0.999813,0.724927,0.046149,
482,500,-0.599007,0.500000,21.444638,618.000000,0.000000,0.999813,0.649486,0.818192,
483,500,0.000000,1.000000,25.424441,348.750000,0.000000,0.000000,0.137463,2.538625,
484,500,0.000000,1.000000,23.347585,237.250000,0.000000,0.000000,0.152097,2.258520,
485,500,-0.237545,0.125000,22.492271,826.250000,0.000000,0.999717,1.734226,0.149517,
486,500,0.000000,1.000000,23.864541,201.000000,0.000000,0.000000,0.065584,1.012215,
487,500,0.768246,0.375000,20.547652,693.750000,0.000000,0.999807,0.783522,3.394884,
488,500,0.000000,0.000000,25.512268,841.000000,0.000000,0.000000,1.432945,0.020282,
489,500,0.000000,1.000000,25.134885,329.000000,0.000000,0.000000,0.093004,1.588445,
490,500,-0.165276,0.500000,26.622974,652.875000,0.000000,0.999813,0.742879,0.180338,
491,500,0.000000,1.000000,21.180207,279.250000,0.000000,0.000000,0.117388,0.962844,
492,500,0.000000,1.000000,23.801999,319.500000,0.000000,0.000000,0.053806,0.670778,
493,500,0.000000,1.000000,26.411832,584.125000,0.000000,0.000000,0.321347,1.428371,
494,500,0.000000,0.000000,21.737373,775.500000,0.000000,0.000000,3.456907,0.150166,
495,500,-0.634463,0.125000,22.634804,691.500000,0.000000,0.999717,0.522762,1.541114,
496,500,0.000000,1.000000,24.639468,263.000000,0.000000,0.000000,0.131650,1.150486,
497,500,0.000000,1.000000,24.564320,373.000000,0.000000,0.000000,0.071180,1.361551,
498,500,-0.237656,0.125000,24.169137,411.625000,0.000000,0.999717,0.374330,1.406691,
499,500,0.000000,1.000000,24.026463,238.750000,0.000000,0.000000,0.108715,0.769505,
500,500,-0.122519,0.875000,24.350100,415.625000,0.000000,0.999717,0.142097,2.128601,41.6
