step,total_steps,loss,reward_avg,tokens_per_sec,avg_response_len,eval_acc
112,500,-7.051996,0.125000,46.425058,960.500000,
113,500,0.000000,1.000000,48.449369,232.250000,
114,500,0.000000,1.000000,48.663005,221.000000,
115,500,0.000000,1.000000,48.945848,230.000000,
116,500,5.191031,0.875000,47.934573,464.750000,
117,500,4.968844,0.250000,48.129563,463.000000,
118,500,-1.729532,0.750000,48.828829,297.000000,
119,500,0.000000,0.000000,44.086273,725.125000,
120,500,0.000000,1.000000,48.429124,379.500000,
121,500,0.000000,0.000000,46.801236,825.500000,
122,500,0.000000,0.000000,47.385253,701.500000,
123,500,0.000000,0.000000,46.072132,1024.000000,
124,500,5.520458,0.875000,48.032686,395.750000,
125,500,0.000000,0.000000,46.612425,874.250000,
126,500,0.938549,0.750000,48.099599,555.250000,
127,500,2.497493,0.250000,46.835068,850.625000,
128,500,3.413336,0.250000,48.177264,507.750000,
129,500,-3.629363,0.875000,47.555509,701.500000,
130,500,0.000000,1.000000,48.421128,344.250000,
131,500,0.000000,1.000000,48.223578,508.125000,
132,500,-2.312351,0.875000,48.456126,319.625000,
133,500,-7.015238,0.875000,47.854785,660.625000,
134,500,-14.960026,0.250000,47.843785,609.375000,
135,500,0.000000,1.000000,48.095392,458.125000,
136,500,0.000000,1.000000,48.891859,246.000000,
137,500,0.000000,1.000000,47.870735,599.375000,
138,500,-31.779480,0.625000,47.509905,707.500000,
139,500,-20.100803,0.375000,48.383486,502.000000,
140,500,-18.869284,0.375000,47.121847,778.125000,
141,500,0.000000,1.000000,48.940552,185.000000,
142,500,-16.081280,0.125000,46.622147,1021.250000,
143,500,12.476204,0.750000,48.344507,436.125000,
144,500,0.000000,1.000000,48.016455,603.750000,
145,500,0.000000,1.000000,48.875157,295.250000,
146,500,0.000000,1.000000,48.894814,281.875000,
147,500,0.000000,1.000000,48.471362,375.500000,
148,500,-14.549484,0.875000,48.342951,415.125000,
149,500,0.000000,1.000000,48.503365,471.125000,
150,500,0.000000,1.000000,47.365226,723.625000,42.8
151,500,-136.380325,0.875000,48.373765,383.625000,
152,500,0.000000,1.000000,48.592397,481.500000,
153,500,0.000000,1.000000,49.133647,273.125000,
154,500,9.434572,0.625000,48.442196,354.250000,
155,500,-2.047865,0.375000,47.867658,510.375000,
156,500,-19.792988,0.500000,46.974450,884.375000,
157,500,-1.781788,0.625000,48.585091,359.875000,
158,500,-2.060428,0.875000,48.160110,477.250000,
159,500,-20.854290,0.375000,47.268349,685.375000,
160,500,0.000000,1.000000,48.407579,504.625000,
161,500,-65.569656,0.625000,46.952087,911.750000,
162,500,6.600415,0.875000,47.879301,646.625000,
163,500,3.753006,0.125000,48.746362,264.750000,
164,500,4.208008,0.750000,48.156309,566.250000,
165,500,-1.236557,0.750000,48.159588,538.000000,
166,500,-13.215969,0.875000,48.596728,455.500000,
167,500,20.636658,0.500000,48.351990,408.625000,
168,500,-30.711758,0.375000,48.006980,498.250000,
169,500,0.000000,1.000000,47.855437,665.500000,
170,500,-16.640009,0.750000,48.689442,423.125000,
171,500,0.000000,0.000000,48.545421,408.000000,
172,500,-38.360970,0.375000,47.338213,800.500000,
173,500,2.027710,0.875000,47.862718,586.375000,
174,500,8.807287,0.500000,48.065158,524.500000,
175,500,-37.734604,0.500000,47.222184,774.000000,
176,500,-29.365454,0.750000,47.578656,585.375000,
177,500,0.000000,0.000000,48.441091,360.000000,
178,500,0.000000,1.000000,48.692228,388.375000,
179,500,8.088041,0.750000,48.662349,316.625000,
180,500,2.830496,0.750000,48.397112,497.000000,
181,500,-3.090138,0.875000,48.677243,292.750000,
182,500,0.000000,1.000000,49.103379,211.000000,
183,500,0.000000,1.000000,48.760371,215.500000,
184,500,0.000000,0.000000,46.783271,833.875000,
185,500,-47.564377,0.875000,47.350935,714.250000,
186,500,-6.961527,0.625000,47.871109,605.375000,
187,500,-28.184826,0.250000,47.042353,830.875000,
188,500,0.000000,1.000000,48.382869,407.000000,
189,500,-0.981697,0.875000,48.406578,380.250000,
190,500,6.448790,0.125000,47.830856,534.500000,
191,500,-93.221802,0.750000,46.784518,848.500000,
192,500,0.000000,0.000000,41.370468,874.375000,
193,500,-60.817715,0.875000,47.802256,578.500000,
194,500,-1.989319,0.625000,46.766937,868.500000,
195,500,-7.342346,0.875000,48.874539,348.000000,
196,500,0.000000,1.000000,48.862321,226.625000,
197,500,-67.247429,0.250000,47.286623,716.875000,
198,500,11.521773,0.875000,48.651149,211.250000,
199,500,-48.666267,0.875000,48.457218,394.000000,
200,500,-69.417114,0.375000,46.745116,934.375000,44.2
201,500,0.000000,0.000000,47.209783,910.000000,
202,500,80.590973,0.250000,47.863131,622.625000,
203,500,0.000000,0.000000,48.756774,396.000000,
204,500,7.899269,0.875000,48.672165,425.625000,
205,500,-88.708511,0.750000,48.596874,362.375000,
206,500,-22.747419,0.875000,47.839993,648.500000,
207,500,0.489504,0.875000,48.720242,482.625000,
208,500,0.000000,1.000000,48.529292,286.500000,
209,500,1.785028,0.875000,48.259757,516.000000,
210,500,14.430299,0.875000,48.559636,390.875000,
211,500,0.000000,1.000000,47.866925,647.250000,
212,500,-3.721647,0.875000,48.663063,368.500000,
213,500,-5.673457,0.875000,48.895756,350.500000,
214,500,-14.108122,0.875000,47.529372,798.375000,
215,500,0.000000,1.000000,48.630650,185.625000,
216,500,-1.726240,0.750000,47.970071,603.125000,
217,500,11.112680,0.875000,48.479603,359.750000,
218,500,0.000000,1.000000,48.453702,417.000000,
219,500,-130.484619,0.625000,47.211306,648.625000,
220,500,2.533403,0.750000,48.629914,355.000000,
221,500,-24.171272,0.125000,47.816716,494.625000,
222,500,0.000000,1.000000,48.584195,369.250000,
223,500,-237.480545,0.750000,47.492627,579.875000,
224,500,0.000000,0.000000,47.006313,753.500000,
225,500,-83.642296,0.500000,48.257220,348.625000,
226,500,0.000000,0.000000,47.285209,736.000000,
227,500,-84.070282,0.875000,48.214874,620.250000,
228,500,-21.723904,0.875000,48.593595,344.375000,
229,500,-19.912477,0.375000,48.279721,483.875000,
230,500,0.000000,0.000000,46.823346,844.750000,
231,500,-43.456306,0.500000,47.918062,544.500000,
232,500,0.000000,0.000000,47.315102,658.500000,
233,500,0.000000,1.000000,48.956036,232.250000,
234,500,0.000000,1.000000,48.683390,348.875000,
235,500,0.000000,0.000000,47.351862,659.875000,
236,500,-133.836075,0.875000,48.180530,568.375000,
237,500,291.187927,0.125000,46.846982,806.875000,
238,500,-309.645355,0.750000,48.089243,521.875000,
239,500,-318.541351,0.125000,46.940990,847.500000,
240,500,0.000000,1.000000,48.919176,224.375000,
241,500,-255.877213,0.125000,47.424032,620.750000,
242,500,-382.256897,0.250000,46.940026,832.375000,
243,500,-563.378174,0.625000,47.855042,505.375000,
244,500,0.000000,0.000000,47.371816,599.875000,
245,500,0.000000,1.000000,48.600868,237.875000,
246,500,-500.453400,0.250000,46.605939,947.375000,
247,500,0.000000,0.000000,46.574868,776.500000,
248,500,822.501831,0.125000,47.204184,772.375000,
249,500,-153.791840,0.500000,48.954609,265.750000,
250,500,0.000000,0.000000,47.009615,823.375000,41.2
251,500,-1303.878052,0.250000,47.281355,617.875000,
252,500,0.000000,0.000000,46.995955,684.625000,
253,500,-1741.025757,0.875000,48.251575,440.000000,
254,500,-551.796814,0.125000,47.399546,604.250000,
255,500,-102.233337,0.375000,47.380198,686.250000,
256,500,-770.585144,0.250000,47.022506,823.125000,
257,500,0.000000,0.000000,46.692072,987.500000,
258,500,0.000000,0.000000,46.628559,858.875000,
259,500,0.000000,0.000000,42.890345,927.500000,
260,500,0.000000,0.000000,46.840512,869.250000,
261,500,-1544.612793,0.125000,46.757521,820.250000,
262,500,0.000000,0.000000,46.307734,1021.375000,
263,500,0.000000,0.000000,46.620410,950.125000,
264,500,-1910.180664,0.125000,46.791056,857.375000,
265,500,-2178.392578,0.125000,46.349625,919.000000,
266,500,0.000000,0.000000,46.983881,792.625000,
267,500,-1932.239502,0.125000,46.967046,811.125000,
268,500,0.000000,0.000000,46.761441,1024.000000,
269,500,0.000000,0.000000,46.632299,882.875000,
270,500,0.000000,0.000000,46.724706,938.625000,
271,500,0.000000,0.000000,46.751272,984.250000,
272,500,0.000000,0.000000,46.773523,964.000000,
273,500,0.000000,0.000000,46.986112,902.375000,
274,500,-3348.593750,0.250000,46.674570,828.625000,
275,500,0.000000,0.000000,46.642406,1024.000000,
276,500,0.000000,0.000000,46.664906,849.500000,
277,500,0.000000,0.000000,46.403004,1024.000000,
278,500,0.000000,0.000000,46.731375,1006.250000,
279,500,-2114.035889,0.125000,46.760929,878.250000,
280,500,0.000000,0.000000,46.512099,984.000000,
281,500,0.000000,0.000000,46.778289,1024.000000,
282,500,0.000000,0.000000,47.044902,869.500000,
283,500,-3309.559082,0.500000,47.097824,682.375000,
284,500,0.000000,0.000000,46.593211,919.500000,
285,500,0.000000,0.000000,46.486173,911.000000,
286,500,0.000000,0.000000,46.507180,1020.000000,
287,500,-2162.198730,0.125000,46.869885,845.750000,
288,500,0.000000,0.000000,46.629723,1024.000000,
289,500,0.000000,0.000000,46.419511,1024.000000,
290,500,-3479.394287,0.625000,47.242284,584.625000,
291,500,-4452.933105,0.500000,46.925931,624.000000,
292,500,0.000000,0.000000,46.523967,1024.000000,
293,500,0.000000,0.000000,46.680991,960.125000,
294,500,-2190.369629,0.125000,46.629499,942.875000,
295,500,-2760.923828,0.125000,46.871016,934.000000,
296,500,-3967.268066,0.375000,46.826909,741.375000,
297,500,-3876.644043,0.625000,47.343703,603.000000,
298,500,-3436.073242,0.500000,47.230071,593.875000,
299,500,0.000000,0.000000,46.633021,1024.000000,
300,500,0.000000,0.000000,46.577353,1024.000000,37.0
301,500,0.000000,0.000000,46.754277,1024.000000,
302,500,0.000000,0.000000,46.787346,976.250000,
303,500,-3247.022949,0.375000,46.978172,811.250000,
304,500,-4031.832031,0.250000,46.622611,828.750000,
305,500,-2770.171387,0.125000,46.804153,930.125000,
306,500,-3719.146484,0.250000,46.884840,838.750000,
307,500,-2924.706055,0.125000,46.690377,949.250000,
308,500,-3595.748535,0.250000,46.620713,862.500000,
309,500,0.000000,0.000000,46.568379,1024.000000,
310,500,0.000000,0.000000,46.654498,1024.000000,
311,500,-6.916094,0.875000,49.010051,276.625000,
312,500,-3323.224609,0.750000,47.522674,460.375000,
313,500,0.000000,0.000000,46.461450,1024.000000,
314,500,0.000000,0.000000,46.522510,1024.000000,
315,500,-2814.321045,0.625000,47.287186,444.750000,
316,500,0.000000,0.000000,46.704197,1024.000000,
317,500,-4057.261230,0.250000,46.864219,863.000000,
318,500,-2904.875488,0.375000,46.440334,845.750000,
319,500,0.000000,0.000000,46.643139,1024.000000,
320,500,0.000000,0.000000,46.636990,1024.000000,
321,500,0.000000,0.000000,45.833005,1024.000000,
322,500,-4827.641113,0.375000,46.881462,722.375000,
323,500,0.000000,0.000000,46.232151,1024.000000,
324,500,-4414.235352,0.250000,46.221441,823.625000,
325,500,0.000000,0.000000,46.749976,1024.000000,
326,500,-4211.907715,0.625000,47.115773,595.500000,
327,500,-3326.541016,0.875000,48.072540,415.250000,
328,500,0.000000,0.000000,46.609459,1024.000000,
329,500,0.000000,0.000000,47.137506,815.875000,
330,500,0.000000,0.000000,46.416306,1024.000000,
331,500,0.000000,0.000000,46.606852,1024.000000,
332,500,0.000000,0.000000,46.566697,960.875000,
333,500,-2681.268799,0.875000,47.749835,382.000000,
334,500,-3448.155273,0.875000,48.104256,502.500000,
335,500,0.000000,0.000000,47.288445,734.750000,
336,500,0.000000,0.000000,47.475659,482.125000,
337,500,0.000000,1.000000,49.067456,283.750000,
338,500,0.000000,0.000000,45.970151,1024.000000,
339,500,-4094.138672,0.375000,47.027965,805.125000,
340,500,0.000000,0.000000,46.634270,1024.000000,
341,500,0.000000,1.000000,48.646832,375.750000,
342,500,0.000000,0.000000,46.568134,1024.000000,
343,500,0.000000,1.000000,49.031532,209.000000,
344,500,-3608.491455,0.875000,48.168298,417.875000,
345,500,-2944.918945,0.125000,46.660885,950.250000,
346,500,0.000000,0.000000,46.104378,1024.000000,
347,500,0.000000,1.000000,48.432290,409.875000,
348,500,-3227.948730,0.875000,47.962637,289.375000,
349,500,0.000000,0.000000,46.709126,960.625000,
350,500,0.000000,0.000000,46.520389,1024.000000,38.0
351,500,0.000000,0.000000,46.809953,1024.000000,
352,500,-3427.543945,0.250000,46.926050,782.625000,
353,500,0.000000,0.000000,46.421369,1024.000000,
354,500,-3145.578125,0.125000,46.415125,928.625000,
355,500,0.000000,0.000000,46.888756,697.250000,
356,500,0.000000,0.000000,41.618190,1024.000000,
357,500,0.000000,0.000000,46.287495,1024.000000,
358,500,0.000000,1.000000,49.003377,271.250000,
359,500,-3810.627441,0.750000,47.710492,460.250000,
360,500,0.000000,0.000000,44.026396,942.500000,
361,500,-4504.770020,0.625000,47.359774,564.375000,
362,500,0.000000,1.000000,48.676983,308.000000,
363,500,0.000000,1.000000,48.446235,209.875000,
364,500,-4751.722656,0.375000,47.108493,716.875000,
365,500,-4872.835938,0.500000,47.120752,680.500000,
366,500,0.000000,0.000000,46.389128,1024.000000,
367,500,-2646.644287,0.500000,47.746846,483.375000,
368,500,0.000000,0.000000,46.452478,867.250000,
369,500,-4705.813965,0.375000,46.911245,767.625000,
370,500,0.000000,0.000000,46.476923,1024.000000,
371,500,-3843.817383,0.625000,47.253628,630.750000,
372,500,-3492.301758,0.875000,47.578872,264.250000,
373,500,0.000000,1.000000,49.073710,253.000000,
374,500,-4653.691406,0.625000,47.295406,592.375000,
375,500,0.000000,1.000000,48.650560,187.750000,
376,500,0.000000,0.000000,46.983905,771.875000,
377,500,-5335.555664,0.625000,47.081931,492.875000,
378,500,-5077.060059,0.375000,46.560794,727.125000,
379,500,-3052.299316,0.125000,46.828075,799.250000,
380,500,0.000000,1.000000,48.516283,207.500000,
381,500,-4409.337402,0.250000,46.718781,829.125000,
382,500,0.000000,0.000000,46.499563,1024.000000,
383,500,-1929.411987,0.500000,47.649626,536.125000,
384,500,0.000000,1.000000,48.873082,220.500000,
385,500,0.000000,0.000000,46.264797,1024.000000,
386,500,-2881.110840,0.125000,46.471938,863.750000,
387,500,0.000000,0.000000,46.205194,1024.000000,
388,500,0.000000,1.000000,48.308238,121.125000,
389,500,-4187.990234,0.250000,46.919242,829.875000,
390,500,-3508.770752,0.875000,48.002462,406.500000,
391,500,0.000000,1.000000,48.655412,192.750000,
392,500,0.000000,0.000000,48.828447,161.500000,
393,500,-2559.542969,0.125000,46.726423,966.000000,
394,500,-4470.870117,0.750000,47.375202,465.500000,
395,500,-3555.146729,0.875000,47.933065,488.250000,
396,500,0.000000,0.000000,46.574134,1024.000000,
397,500,-3838.500000,0.375000,47.157275,638.125000,
398,500,-4733.710938,0.750000,47.593628,649.750000,
399,500,0.000000,0.000000,48.299571,505.000000,
400,500,0.000000,1.000000,48.797097,365.500000,38.0
401,500,0.000000,0.000000,43.467197,1024.000000,
402,500,0.000000,0.000000,46.581361,1024.000000,
403,500,0.000000,0.000000,47.706670,510.500000,
404,500,0.000000,1.000000,48.553607,355.000000,
405,500,0.000000,0.000000,46.528941,1024.000000,
406,500,0.000000,0.000000,47.126683,572.125000,
407,500,-1337.391846,0.125000,46.867618,699.375000,
408,500,0.000000,0.000000,46.598993,1024.000000,
409,500,0.778046,0.625000,48.406938,477.500000,
410,500,0.000000,0.000000,46.532986,1024.000000,
411,500,0.000000,0.000000,46.522581,843.750000,
412,500,0.000000,0.000000,48.687852,226.000000,
413,500,-4204.323242,0.250000,46.453536,818.750000,
414,500,0.000000,0.000000,40.791024,838.000000,
415,500,-2369.068604,0.125000,46.697228,852.750000,
416,500,0.000000,0.000000,46.412940,1024.000000,
417,500,0.422838,0.750000,48.549647,269.250000,
418,500,0.307843,0.875000,48.824717,255.625000,
419,500,0.000000,1.000000,48.666597,356.125000,
420,500,0.000000,0.000000,43.658682,1024.000000,
421,500,-2466.640137,0.500000,47.372324,482.000000,
422,500,-2869.829590,0.625000,47.115493,542.250000,
423,500,0.000000,0.000000,47.543237,578.000000,
424,500,0.000000,1.000000,48.262377,124.375000,
425,500,0.000000,1.000000,48.548441,257.000000,
426,500,0.000000,0.000000,46.628013,852.750000,
427,500,0.000000,1.000000,48.728808,278.375000,
428,500,-692.938293,0.375000,47.617890,485.000000,
429,500,-3296.055420,0.875000,47.620904,349.375000,
430,500,-2449.129639,0.875000,47.957720,508.250000,
431,500,-2219.676758,0.500000,47.488637,512.875000,
432,500,-3115.123779,0.875000,47.892060,471.750000,
433,500,-1701.177979,0.500000,46.943552,709.250000,
434,500,-3898.187256,0.625000,47.029940,700.375000,
435,500,0.000000,0.000000,41.619347,1024.000000,
436,500,0.000000,1.000000,48.603793,220.000000,
437,500,0.000000,0.000000,46.904603,792.875000,
438,500,0.000000,0.000000,46.542395,1024.000000,
439,500,0.000000,0.000000,45.885746,804.125000,
440,500,0.000000,1.000000,48.620684,374.750000,
441,500,0.000000,1.000000,48.724201,321.375000,
442,500,-4144.997559,0.750000,47.499242,476.125000,
443,500,0.000000,1.000000,48.558751,386.875000,
444,500,-1506.153687,0.125000,46.557254,938.750000,
445,500,0.000000,0.000000,46.779906,742.875000,
446,500,-4672.191895,0.250000,46.843937,833.500000,
447,500,0.000000,1.000000,48.973884,335.000000,
448,500,0.000000,0.000000,47.924082,609.875000,
449,500,0.000000,1.000000,48.707214,204.000000,
450,500,-3261.620117,0.875000,47.486386,312.250000,33.6
451,500,-3835.376953,0.375000,46.853106,648.125000,
452,500,0.000000,0.000000,48.577365,297.625000,
453,500,-3482.731201,0.875000,48.152460,436.625000,
454,500,0.000000,0.000000,46.383256,1024.000000,
455,500,0.000000,0.000000,46.838758,767.000000,
456,500,0.000000,0.000000,45.774284,896.750000,
457,500,0.000000,0.000000,45.472529,1024.000000,
458,500,-824.343506,0.125000,47.444821,567.750000,
459,500,0.000000,0.000000,46.804202,815.000000,
460,500,0.000000,0.000000,46.510752,1024.000000,
461,500,1.297939,0.875000,45.876501,56.000000,
462,500,-3659.832031,0.375000,46.773448,783.750000,
463,500,-5114.167480,0.625000,47.211779,532.000000,
464,500,0.000000,0.000000,48.594406,352.625000,
465,500,0.000000,1.000000,48.487480,253.500000,
466,500,-2734.059326,0.125000,46.469626,923.000000,
467,500,0.000000,1.000000,48.227099,118.000000,
468,500,0.000000,0.000000,46.535649,1024.000000,
469,500,-4451.868164,0.750000,47.642225,534.125000,
470,500,-3506.530273,0.125000,46.723972,964.500000,
471,500,-4490.555176,0.750000,47.519516,560.500000,
472,500,-1413.116699,0.125000,47.085237,578.875000,
473,500,0.000000,1.000000,48.513524,430.000000,
474,500,0.000000,0.000000,46.961193,655.250000,
475,500,3.252845,0.500000,48.723822,291.375000,
476,500,0.000000,1.000000,48.901493,279.000000,
477,500,-2725.062500,0.125000,46.836075,962.250000,
478,500,-3977.012451,0.375000,46.953762,772.125000,
479,500,0.000000,1.000000,48.754534,224.000000,
480,500,0.000000,1.000000,47.910982,529.000000,
481,500,0.256968,0.250000,48.987546,203.000000,
482,500,0.000000,1.000000,48.646581,340.500000,
483,500,0.000000,1.000000,48.531568,270.625000,
484,500,0.000000,1.000000,48.306666,215.000000,
485,500,0.000000,0.000000,41.391439,1024.000000,
486,500,0.000000,1.000000,48.680928,250.000000,
487,500,-1.076199,0.750000,48.730475,326.375000,
488,500,0.000000,0.000000,46.345588,843.000000,
489,500,0.000000,1.000000,48.847922,184.750000,
490,500,0.741757,0.375000,48.599932,380.125000,
491,500,0.000000,1.000000,48.534547,182.000000,
492,500,0.000000,1.000000,48.623357,351.625000,
493,500,0.000000,0.000000,46.553912,1024.000000,
494,500,0.000000,0.000000,46.586687,1024.000000,
495,500,0.000000,0.000000,47.265025,620.250000,
496,500,0.000000,1.000000,48.635885,242.000000,
497,500,0.000000,1.000000,48.711418,342.250000,
498,500,0.000000,0.000000,46.741956,856.500000,
499,500,0.000000,1.000000,48.370399,237.000000,
500,500,-916.814636,0.125000,46.833696,762.250000,33.0
