step,total_steps,loss,kl_loss,policy_ratio,reward_avg,format_reward_avg,tokens_per_sec,avg_response_len,adv_avg,adv_std,entropy_avg,eval_acc
134,500,0.000000,0.000000,1.000000,0.000000,0.000000,46.777658,1024.000000,0.000000,0.000000,1.315703,
135,500,0.000000,0.000000,1.000000,2.000000,1.000000,47.911969,562.250000,0.000000,0.000000,0.705485,
136,500,0.000000,0.000000,1.000000,2.000000,1.000000,49.513987,265.750000,0.000000,0.000000,0.765750,
137,500,0.000000,0.000000,1.000000,0.750000,0.375000,46.261948,1001.875000,0.000000,0.999903,0.907631,
138,500,0.000000,0.000000,1.000000,0.250000,0.125000,46.522747,1018.125000,0.000000,0.999859,0.991206,
139,500,0.000000,0.000000,1.000000,0.500000,0.250000,46.639797,953.875000,0.000000,0.999892,0.999163,
140,500,0.000000,0.000000,1.000000,0.125000,0.125000,46.800989,1024.000000,0.000000,0.999717,1.134111,
141,500,0.000000,0.000000,1.000000,2.000000,1.000000,48.428247,328.625000,0.000000,0.000000,0.496475,
142,500,0.000000,0.000000,1.000000,0.000000,0.000000,46.552684,1024.000000,0.000000,0.000000,1.507607,
143,500,0.000000,0.000000,1.000000,1.875000,1.000000,48.411827,565.375000,0.000000,0.999717,1.180239,
144,500,0.000000,0.000000,1.000000,0.875000,0.500000,47.036662,890.375000,0.000000,0.999899,0.970331,
145,500,0.000000,0.000000,1.000000,0.625000,0.375000,46.683154,936.500000,0.000000,0.999891,1.203437,
146,500,0.000000,0.000000,1.000000,2.000000,1.000000,47.924082,524.625000,0.000000,0.000000,0.499087,
147,500,0.000000,0.000000,1.000000,1.125000,1.000000,47.711276,574.750000,0.000000,0.999717,0.893949,
148,500,0.000000,0.000000,1.000000,1.750000,0.875000,46.973609,740.875000,0.000000,0.999859,1.032277,
149,500,0.000000,0.000000,1.000000,1.625000,0.875000,48.046554,607.500000,0.000000,0.999866,0.805089,45.8
150,500,0.000000,0.000000,1.000000,0.250000,0.125000,46.444391,1024.000000,0.000000,0.999859,1.855394,
151,500,0.000000,0.000000,1.000000,2.000000,1.000000,47.899612,458.250000,0.000000,0.000000,1.026050,
152,500,0.000000,0.000000,1.000000,1.750000,0.875000,47.509510,761.375000,0.000000,0.999859,1.125486,
153,500,0.000000,0.000000,1.000000,2.000000,1.000000,48.968300,290.125000,0.000000,0.000000,0.921186,
154,500,0.000000,0.000000,1.000000,1.875000,1.000000,47.289366,553.000000,0.000000,0.999717,1.431998,
155,500,0.000000,0.000000,1.000000,0.875000,0.875000,47.535260,508.125000,0.000000,0.999717,1.215191,
156,500,0.000000,0.000000,1.000000,0.250000,0.125000,46.536914,1006.500000,0.000000,0.999859,2.085048,
157,500,0.000000,0.000000,1.000000,0.750000,0.375000,46.713714,882.125000,0.000000,0.999903,2.059047,
158,500,0.000000,0.000000,1.000000,0.375000,0.375000,46.850442,948.625000,0.000000,0.999807,2.862544,
159,500,0.000000,0.000000,1.000000,0.500000,0.250000,46.311494,981.500000,0.000000,0.999892,2.836411,
160,500,0.000000,0.000000,1.000000,1.125000,0.625000,47.057349,767.250000,0.000000,0.999899,2.361119,
161,500,0.000000,0.000000,1.000000,0.250000,0.250000,46.830616,1011.625000,0.000000,0.999784,3.804326,
162,500,0.000000,0.000000,1.000000,0.875000,0.875000,46.834071,914.750000,0.000000,0.999717,3.883516,
163,500,0.000000,0.000000,1.000000,1.375000,0.875000,47.431517,538.750000,0.000000,0.999866,2.246532,
164,500,0.000000,0.000000,1.000000,1.000000,1.000000,48.124868,660.750000,0.000000,0.000000,4.542016,
165,500,0.000000,0.000000,1.000000,1.000000,1.000000,48.658285,496.250000,0.000000,0.000000,4.152089,
166,500,0.000000,0.000000,1.000000,1.125000,1.000000,48.679951,504.375000,0.000000,0.999717,4.129183,
167,500,0.000000,0.000000,1.000000,1.000000,1.000000,48.791583,388.000000,0.000000,0.000000,4.799126,
168,500,0.000000,0.000000,1.000000,0.875000,0.875000,48.243825,393.875000,0.000000,0.999717,4.036862,
169,500,0.000000,0.000000,1.000000,0.750000,0.750000,47.755256,561.375000,0.000000,0.999784,4.190733,
170,500,0.000000,0.000000,1.000000,1.000000,0.500000,49.230762,308.250000,0.000000,0.999813,0.786082,
171,500,0.000000,0.000000,1.000000,0.875000,0.875000,48.321266,399.375000,0.000000,0.999717,0.878433,
172,500,0.000000,0.000000,1.000000,1.125000,1.000000,48.032683,390.375000,0.000000,0.999717,1.173605,
173,500,0.000000,0.000000,1.000000,1.000000,1.000000,47.543090,586.250000,0.000000,0.000000,3.738575,
174,500,0.000000,0.000000,1.000000,1.000000,1.000000,48.143989,561.000000,0.000000,0.000000,4.580102,
175,500,0.000000,0.000000,1.000000,0.875000,0.875000,47.428159,711.625000,0.000000,0.999717,4.288050,
176,500,0.000000,0.000000,1.000000,1.875000,1.000000,48.393409,415.250000,0.000000,0.999717,2.383939,
177,500,0.000000,0.000000,1.000000,0.875000,0.875000,47.041098,708.125000,0.000000,0.999717,3.705598,
178,500,0.000000,0.000000,1.000000,1.750000,1.000000,48.021692,456.875000,0.000000,0.999784,1.587279,
179,500,0.000000,0.000000,1.000000,1.625000,1.000000,48.716972,342.250000,0.000000,0.999807,4.545231,
180,500,0.000000,0.000000,1.000000,1.625000,1.000000,47.963696,595.250000,0.000000,0.999807,3.106441,
181,500,0.000000,0.000000,1.000000,1.375000,1.000000,48.448718,445.000000,0.000000,0.999807,3.505544,
182,500,0.000000,0.000000,1.000000,2.000000,1.000000,48.773136,296.125000,0.000000,0.000000,2.635522,
183,500,0.000000,0.000000,1.000000,2.000000,1.000000,48.685571,468.625000,0.000000,0.000000,3.818783,
184,500,0.000000,0.000000,1.000000,1.000000,1.000000,47.987860,552.375000,0.000000,0.000000,5.126535,
185,500,0.000000,0.000000,1.000000,1.000000,1.000000,47.662349,601.500000,0.000000,0.000000,4.331786,
186,500,0.000000,0.000000,1.000000,1.000000,1.000000,47.970401,574.750000,0.000000,0.000000,4.435944,
187,500,0.000000,0.000000,1.000000,1.000000,1.000000,48.224178,556.125000,0.000000,0.000000,3.871225,
188,500,0.000000,0.000000,1.000000,1.250000,1.000000,48.627678,458.375000,0.000000,0.999784,4.369087,
189,500,0.000000,0.000000,1.000000,1.500000,1.000000,47.812379,627.750000,0.000000,0.999813,3.799573,
190,500,0.000000,0.000000,1.000000,1.250000,0.875000,48.029320,613.500000,0.000000,0.999859,4.421690,
191,500,0.000000,0.000000,1.000000,1.000000,1.000000,48.132053,536.625000,0.000000,0.000000,4.758562,
192,500,0.000000,0.000000,1.000000,1.000000,1.000000,41.946287,645.375000,0.000000,0.000000,4.955270,
193,500,0.000000,0.000000,1.000000,1.875000,1.000000,47.285433,696.000000,0.000000,0.999717,0.922743,
194,500,0.000000,0.000000,1.000000,1.000000,1.000000,47.407763,753.750000,0.000000,0.000000,3.937541,
195,500,0.000000,0.000000,1.000000,1.875000,1.000000,48.720961,508.750000,0.000000,0.999717,2.288327,
196,500,0.000000,0.000000,1.000000,2.000000,1.000000,48.425185,440.250000,0.000000,0.000000,3.231682,
197,500,0.000000,0.000000,1.000000,1.750000,1.000000,47.197706,797.125000,0.000000,0.999784,2.044543,
198,500,0.000000,0.000000,1.000000,2.000000,1.000000,49.072536,432.125000,0.000000,0.000000,4.294393,
199,500,0.000000,0.000000,1.000000,1.875000,1.000000,47.711788,566.000000,0.000000,0.999717,3.727832,
200,500,0.000000,0.000000,1.000000,1.125000,1.000000,47.784074,609.375000,0.000000,0.999717,4.677446,32.2
201,500,0.000000,0.000000,1.000000,1.000000,1.000000,48.204597,688.625000,0.000000,0.000000,4.172986,
202,500,0.000000,0.000000,1.000000,1.000000,1.000000,46.872800,917.750000,0.000000,0.000000,4.981057,
203,500,0.000000,0.000000,1.000000,0.875000,0.875000,47.441190,798.125000,0.000000,0.999717,4.154198,
204,500,0.000000,0.000000,1.000000,1.875000,1.000000,48.361796,530.000000,0.000000,0.999717,3.632684,
205,500,0.000000,0.000000,1.000000,1.125000,0.875000,47.917869,691.875000,0.000000,0.999844,5.310614,
206,500,0.000000,0.000000,1.000000,0.875000,0.875000,46.853476,933.375000,0.000000,0.999717,5.380459,
207,500,0.000000,0.000000,1.000000,0.750000,0.750000,47.343316,840.000000,0.000000,0.999784,6.062938,
208,500,0.000000,0.000000,1.000000,1.875000,1.000000,47.774768,592.875000,0.000000,0.999717,4.716479,
209,500,0.000000,0.000000,1.000000,1.625000,1.000000,47.447710,759.750000,0.000000,0.999807,3.638771,
210,500,0.000000,0.000000,1.000000,1.500000,1.000000,47.989314,648.625000,0.000000,0.999813,3.167045,
211,500,0.000000,0.000000,1.000000,0.875000,0.625000,46.962174,939.750000,0.000000,0.999880,3.572999,
212,500,0.000000,0.000000,1.000000,1.250000,0.625000,47.387627,741.125000,0.000000,0.999887,5.918928,
213,500,0.000000,0.000000,1.000000,2.000000,1.000000,47.922410,708.250000,0.000000,0.000000,5.734913,
214,500,0.000000,0.000000,1.000000,1.750000,0.875000,47.147849,905.875000,0.000000,0.999859,1.619409,
215,500,0.000000,0.000000,1.000000,1.250000,0.750000,46.791838,770.750000,0.000000,0.999887,6.643588,
216,500,0.000000,0.000000,1.000000,0.500000,0.250000,46.895486,965.875000,0.000000,0.999892,7.195935,
217,500,0.000000,0.000000,1.000000,0.750000,0.500000,46.759191,880.125000,0.000000,0.999887,7.032461,
218,500,0.000000,0.000000,1.000000,2.000000,1.000000,48.068820,635.750000,0.000000,0.000000,5.253932,
219,500,0.000000,0.000000,1.000000,0.375000,0.375000,46.369077,1000.750000,0.000000,0.999807,8.296008,
220,500,0.000000,0.000000,1.000000,1.000000,0.625000,46.797711,815.625000,0.000000,0.999892,7.830563,
221,500,0.000000,0.000000,1.000000,0.500000,0.500000,46.740816,901.250000,0.000000,0.999813,8.257542,
222,500,0.000000,0.000000,1.000000,2.000000,1.000000,48.620697,409.625000,0.000000,0.000000,5.311484,
223,500,0.000000,0.000000,1.000000,1.500000,0.875000,47.922037,511.625000,0.000000,0.999868,5.248531,
224,500,0.000000,0.000000,1.000000,0.750000,0.750000,47.801539,659.000000,0.000000,0.999784,7.377394,
225,500,0.000000,0.000000,1.000000,1.125000,0.750000,47.797585,506.375000,0.000000,0.999880,6.178233,
226,500,0.000000,0.000000,1.000000,0.875000,0.875000,47.686499,625.625000,0.000000,0.999717,5.996186,
227,500,0.000000,0.000000,1.000000,1.250000,0.875000,48.442613,560.625000,0.000000,0.999859,3.705408,
228,500,0.000000,0.000000,1.000000,1.875000,1.000000,49.025788,395.625000,0.000000,0.999717,1.430369,
229,500,0.000000,0.000000,1.000000,2.000000,1.000000,48.168380,518.750000,0.000000,0.000000,2.187402,
230,500,0.000000,0.000000,1.000000,0.875000,0.875000,47.649828,680.250000,0.000000,0.999717,5.649319,
231,500,0.000000,0.000000,1.000000,1.250000,1.000000,48.860364,443.500000,0.000000,0.999784,2.624303,
232,500,0.000000,0.000000,1.000000,1.000000,1.000000,48.157729,405.625000,0.000000,0.000000,5.482395,
233,500,0.000000,0.000000,1.000000,1.875000,1.000000,48.782778,208.750000,0.000000,0.999717,0.146254,
234,500,0.000000,0.000000,1.000000,2.000000,1.000000,48.202178,481.750000,0.000000,0.000000,0.138630,
235,500,0.000000,0.000000,1.000000,1.250000,1.000000,47.493066,562.250000,0.000000,0.999784,1.149777,
236,500,0.000000,0.000000,1.000000,1.750000,1.000000,48.261743,571.875000,0.000000,0.999784,0.139660,
237,500,0.000000,0.000000,1.000000,1.375000,1.000000,48.364593,313.750000,0.000000,0.999807,0.446220,
238,500,0.000000,0.000000,1.000000,2.000000,1.000000,47.796922,704.000000,0.000000,0.000000,0.182982,
239,500,0.000000,0.000000,1.000000,1.375000,1.000000,46.353089,1012.875000,0.000000,0.999807,0.246407,
240,500,0.000000,0.000000,1.000000,2.000000,1.000000,48.972144,233.250000,0.000000,0.000000,0.062705,
241,500,0.000000,0.000000,1.000000,1.625000,1.000000,48.591095,320.250000,0.000000,0.999807,0.231113,
242,500,0.000000,0.000000,1.000000,2.000000,1.000000,48.562308,343.375000,0.000000,0.000000,0.098879,
243,500,0.000000,0.000000,1.000000,1.875000,1.000000,48.407588,337.500000,0.000000,0.999717,0.316830,
244,500,0.000000,0.000000,1.000000,1.000000,1.000000,47.902067,534.625000,0.000000,0.000000,0.190931,
245,500,0.000000,0.000000,1.000000,2.000000,1.000000,48.555258,281.625000,0.000000,0.000000,0.085494,
246,500,0.000000,0.000000,1.000000,1.250000,1.000000,47.370245,774.875000,0.000000,0.999784,0.121983,
247,500,0.000000,0.000000,1.000000,1.000000,1.000000,46.790079,696.500000,0.000000,0.000000,1.009837,
248,500,0.000000,0.000000,1.000000,1.750000,1.000000,48.413584,494.500000,0.000000,0.999784,1.089997,
249,500,0.000000,0.000000,1.000000,1.750000,1.000000,48.665173,233.125000,0.000000,0.999784,0.099517,
250,500,0.000000,0.000000,1.000000,1.000000,1.000000,47.733293,668.750000,0.000000,0.000000,0.458957,35.0
