step,total_steps,loss,kl_loss,policy_ratio,reward_avg,format_reward_avg,tokens_per_sec,avg_response_len,adv_avg,adv_std,entropy_avg,eval_acc
251,500,0.000000,0.000000,1.000000,1.875000,1.000000,48.196099,474.375000,0.000000,0.999717,0.253337,
252,500,0.000000,0.000000,1.000000,1.125000,0.875000,48.204648,480.250000,0.000000,0.999844,3.975139,
253,500,0.000000,0.000000,1.000000,1.625000,1.000000,48.726599,361.250000,0.000000,0.999807,0.038575,
254,500,0.000000,0.000000,1.000000,1.875000,1.000000,48.727683,490.750000,0.000000,0.999717,0.079292,
255,500,0.000000,0.000000,1.000000,1.875000,1.000000,48.336821,380.750000,0.000000,0.999717,1.039747,
256,500,0.000000,0.000000,1.000000,2.000000,1.000000,48.021208,622.000000,0.000000,0.000000,0.086482,
257,500,0.000000,0.000000,1.000000,2.000000,1.000000,48.273319,590.000000,0.000000,0.000000,0.062220,
258,500,0.000000,0.000000,1.000000,1.250000,0.875000,47.959042,516.000000,0.000000,0.999859,2.066082,
259,500,0.000000,0.000000,1.000000,1.000000,1.000000,43.179507,787.625000,0.000000,0.000000,3.573671,
260,500,0.000000,0.000000,1.000000,1.625000,1.000000,47.013703,871.875000,0.000000,0.999807,1.605386,
261,500,0.000000,0.000000,1.000000,1.750000,1.000000,48.046628,570.500000,0.000000,0.999784,1.560023,
262,500,0.000000,0.000000,1.000000,1.625000,1.000000,47.265241,793.625000,0.000000,0.999807,0.621132,
263,500,0.000000,0.000000,1.000000,1.125000,0.875000,47.137093,792.125000,0.000000,0.999844,2.628048,
264,500,0.000000,0.000000,1.000000,2.000000,1.000000,47.731750,470.375000,0.000000,0.000000,0.848584,
265,500,0.000000,0.000000,1.000000,1.250000,1.000000,47.753007,565.125000,0.000000,0.999784,2.383334,
266,500,0.000000,0.000000,1.000000,1.000000,1.000000,48.735347,483.375000,0.000000,0.000000,0.080019,
267,500,0.000000,0.000000,1.000000,1.250000,1.000000,48.002346,426.875000,0.000000,0.999784,1.089816,
268,500,0.000000,0.000000,1.000000,1.375000,1.000000,47.085984,905.875000,0.000000,0.999807,1.490901,
269,500,0.000000,0.000000,1.000000,1.875000,1.000000,47.424700,642.500000,0.000000,0.999717,1.414692,
270,500,0.000000,0.000000,1.000000,1.125000,1.000000,47.916642,551.500000,0.000000,0.999717,1.755877,
271,500,0.000000,0.000000,1.000000,1.625000,1.000000,47.502762,734.750000,0.000000,0.999807,0.600159,
272,500,0.000000,0.000000,1.000000,1.125000,1.000000,47.094237,901.750000,0.000000,0.999717,0.102270,
273,500,0.000000,0.000000,1.000000,1.625000,0.875000,47.873665,402.250000,0.000000,0.999866,1.750293,
274,500,0.000000,0.000000,1.000000,0.500000,0.500000,47.514214,625.500000,0.000000,0.999813,7.716265,
275,500,0.000000,0.000000,1.000000,1.000000,1.000000,47.054681,659.750000,0.000000,0.000000,2.571167,
276,500,0.000000,0.000000,1.000000,1.375000,0.875000,47.220199,730.000000,0.000000,0.999866,7.059129,
277,500,0.000000,0.000000,1.000000,1.875000,1.000000,46.186161,1011.250000,0.000000,0.999717,0.227329,
278,500,0.000000,0.000000,1.000000,2.000000,1.000000,46.792612,936.625000,0.000000,0.000000,0.306755,
279,500,0.000000,0.000000,1.000000,1.500000,0.750000,47.400515,648.500000,0.000000,0.999892,5.192872,
280,500,0.000000,0.000000,1.000000,0.750000,0.750000,47.106877,686.000000,0.000000,0.999784,8.227268,
281,500,0.000000,0.000000,1.000000,1.500000,0.875000,48.249533,511.500000,0.000000,0.999868,4.812562,
282,500,0.000000,0.000000,1.000000,1.875000,1.000000,47.426253,705.500000,0.000000,0.999717,0.405804,
283,500,0.000000,0.000000,1.000000,0.875000,0.500000,47.018156,861.125000,0.000000,0.999899,7.719654,
284,500,0.000000,0.000000,1.000000,0.750000,0.500000,46.788107,859.625000,0.000000,0.999887,7.418707,
285,500,0.000000,0.000000,1.000000,0.625000,0.625000,46.795492,860.250000,0.000000,0.999807,5.862780,
286,500,0.000000,0.000000,1.000000,1.875000,1.000000,47.265435,801.625000,0.000000,0.999717,1.494687,
287,500,0.000000,0.000000,1.000000,2.000000,1.000000,46.938219,916.250000,0.000000,0.000000,0.080443,
288,500,0.000000,0.000000,1.000000,1.500000,0.875000,47.128651,913.125000,0.000000,0.999868,4.609670,
289,500,0.000000,0.000000,1.000000,0.625000,0.625000,46.555910,834.625000,0.000000,0.999807,7.533170,
290,500,0.000000,0.000000,1.000000,1.500000,1.000000,47.149715,837.875000,0.000000,0.999813,1.449488,
291,500,0.000000,0.000000,1.000000,1.750000,1.000000,47.578661,663.125000,0.000000,0.999784,2.814109,
292,500,0.000000,0.000000,1.000000,1.000000,0.875000,46.785779,872.625000,0.000000,0.999813,2.306948,
293,500,0.000000,0.000000,1.000000,0.750000,0.750000,47.435017,571.500000,0.000000,0.999784,6.290608,
294,500,0.000000,0.000000,1.000000,1.375000,1.000000,46.934368,723.125000,0.000000,0.999807,3.217509,
295,500,0.000000,0.000000,1.000000,1.125000,1.000000,47.194842,911.375000,0.000000,0.999717,1.596703,
296,500,0.000000,0.000000,1.000000,2.000000,1.000000,47.842481,669.625000,0.000000,0.000000,1.205925,
297,500,0.000000,0.000000,1.000000,1.875000,1.000000,46.867383,937.250000,0.000000,0.999717,1.708747,
298,500,0.000000,0.000000,1.000000,1.500000,1.000000,47.092012,930.000000,0.000000,0.999813,1.655091,
299,500,0.000000,0.000000,1.000000,0.875000,0.875000,46.705042,975.250000,0.000000,0.999717,1.454647,
300,500,0.000000,0.000000,1.000000,1.125000,1.000000,46.763753,984.750000,0.000000,0.999717,0.612795,9.4
301,500,0.000000,0.000000,1.000000,2.000000,1.000000,46.875527,1010.750000,0.000000,0.000000,0.465726,
302,500,0.000000,0.000000,1.000000,1.375000,1.000000,47.651892,685.250000,0.000000,0.999807,2.378641,
303,500,0.000000,0.000000,1.000000,1.625000,1.000000,47.560362,559.625000,0.000000,0.999807,3.742460,
304,500,0.000000,0.000000,1.000000,1.875000,1.000000,46.961365,907.250000,0.000000,0.999717,0.653704,
305,500,0.000000,0.000000,1.000000,1.875000,1.000000,47.751663,710.125000,0.000000,0.999717,0.261114,
306,500,0.000000,0.000000,1.000000,2.000000,1.000000,46.917817,898.875000,0.000000,0.000000,0.433495,
307,500,0.000000,0.000000,1.000000,1.000000,1.000000,46.789566,968.375000,0.000000,0.000000,0.439950,
308,500,0.000000,0.000000,1.000000,1.750000,1.000000,46.316899,977.375000,0.000000,0.999784,0.250236,
309,500,0.000000,0.000000,1.000000,0.875000,0.875000,46.854158,981.000000,0.000000,0.999717,2.253885,
310,500,0.000000,0.000000,1.000000,1.000000,1.000000,46.641851,1024.000000,0.000000,0.000000,0.569798,
311,500,0.000000,0.000000,1.000000,1.000000,1.000000,46.923978,970.625000,0.000000,0.000000,1.377421,
312,500,0.000000,0.000000,1.000000,2.000000,1.000000,47.077114,824.125000,0.000000,0.000000,1.498256,
313,500,0.000000,0.000000,1.000000,0.625000,0.625000,47.190135,816.125000,0.000000,0.999807,4.365096,
314,500,0.000000,0.000000,1.000000,0.875000,0.875000,46.661799,806.875000,0.000000,0.999717,2.735226,
315,500,0.000000,0.000000,1.000000,2.000000,1.000000,46.668972,943.375000,0.000000,0.000000,1.035929,
316,500,0.000000,0.000000,1.000000,1.375000,0.875000,46.772770,932.625000,0.000000,0.999866,2.339525,
317,500,0.000000,0.000000,1.000000,1.750000,1.000000,46.710577,905.875000,0.000000,0.999784,1.175564,
318,500,0.000000,0.000000,1.000000,1.500000,1.000000,45.911296,1024.000000,0.000000,0.999813,0.069388,
319,500,0.000000,0.000000,1.000000,1.750000,1.000000,46.590456,937.875000,0.000000,0.999784,1.638448,
320,500,0.000000,0.000000,1.000000,2.000000,1.000000,46.908030,769.000000,0.000000,0.000000,1.378651,
321,500,0.000000,0.000000,1.000000,1.000000,1.000000,46.015580,995.250000,0.000000,0.000000,0.797211,
322,500,0.000000,0.000000,1.000000,1.500000,1.000000,46.744050,921.000000,0.000000,0.999813,1.246183,
323,500,0.000000,0.000000,1.000000,1.125000,1.000000,46.290766,1024.000000,0.000000,0.999717,0.391913,
324,500,0.000000,0.000000,1.000000,1.875000,1.000000,46.358960,873.875000,0.000000,0.999717,1.158245,
325,500,0.000000,0.000000,1.000000,1.000000,1.000000,47.291673,818.375000,0.000000,0.000000,1.820203,
326,500,0.000000,0.000000,1.000000,2.000000,1.000000,47.098891,780.125000,0.000000,0.000000,0.054885,
327,500,0.000000,0.000000,1.000000,1.750000,1.000000,46.798446,869.625000,0.000000,0.999784,3.330300,
328,500,0.000000,0.000000,1.000000,1.875000,1.000000,46.875372,989.125000,0.000000,0.999717,1.063393,
329,500,0.000000,0.000000,1.000000,0.875000,0.875000,46.227786,1024.000000,0.000000,0.999717,0.189890,
330,500,0.000000,0.000000,1.000000,0.375000,0.375000,46.163643,1024.000000,0.000000,0.999807,1.227455,
331,500,0.000000,0.000000,1.000000,1.000000,0.875000,46.383492,950.125000,0.000000,0.999813,2.826177,
332,500,0.000000,0.000000,1.000000,1.000000,0.875000,46.616919,940.125000,0.000000,0.999813,3.071826,
333,500,0.000000,0.000000,1.000000,2.000000,1.000000,47.699742,677.750000,0.000000,0.000000,0.042103,
334,500,0.000000,0.000000,1.000000,2.000000,1.000000,46.632364,1024.000000,0.000000,0.000000,0.810559,
335,500,0.000000,0.000000,1.000000,1.000000,1.000000,46.047363,1024.000000,0.000000,0.000000,0.037429,
336,500,0.000000,0.000000,1.000000,1.000000,1.000000,46.829429,952.875000,0.000000,0.000000,3.633004,
337,500,0.000000,0.000000,1.000000,1.625000,0.875000,47.518479,654.125000,0.000000,0.999866,4.336319,
338,500,0.000000,0.000000,1.000000,0.875000,0.750000,45.894253,829.125000,0.000000,0.999844,4.478602,
339,500,0.000000,0.000000,1.000000,1.875000,1.000000,46.873254,825.625000,0.000000,0.999717,1.291715,
340,500,0.000000,0.000000,1.000000,1.500000,1.000000,47.056319,742.500000,0.000000,0.999813,3.259699,
341,500,0.000000,0.000000,1.000000,2.000000,1.000000,47.060502,924.625000,0.000000,0.000000,0.072095,
342,500,0.000000,0.000000,1.000000,0.750000,0.750000,46.773931,861.125000,0.000000,0.999784,4.866470,
343,500,0.000000,0.000000,1.000000,1.750000,1.000000,48.000822,436.125000,0.000000,0.999784,2.848242,
344,500,0.000000,0.000000,1.000000,1.375000,1.000000,47.124467,764.125000,0.000000,0.999807,1.414171,
345,500,0.000000,0.000000,1.000000,1.000000,1.000000,46.134647,1012.875000,0.000000,0.000000,0.389326,
346,500,0.000000,0.000000,1.000000,1.375000,1.000000,46.461309,784.125000,0.000000,0.999807,3.329690,
347,500,0.000000,0.000000,1.000000,1.875000,1.000000,46.571663,977.875000,0.000000,0.999717,0.571024,
348,500,0.000000,0.000000,1.000000,2.000000,1.000000,48.224450,204.375000,0.000000,0.000000,0.075426,
349,500,0.000000,0.000000,1.000000,1.000000,1.000000,46.194384,1024.000000,0.000000,0.000000,0.982673,
350,500,0.000000,0.000000,1.000000,1.250000,1.000000,47.363416,636.375000,0.000000,0.999784,3.469761,28.4
351,500,0.000000,0.000000,1.000000,1.375000,1.000000,46.939619,858.625000,0.000000,0.999807,3.300119,
352,500,0.000000,0.000000,1.000000,2.000000,1.000000,46.644671,966.000000,0.000000,0.000000,0.914467,
353,500,0.000000,0.000000,1.000000,0.875000,0.875000,46.450526,870.250000,0.000000,0.999717,1.604566,
354,500,0.000000,0.000000,1.000000,1.625000,1.000000,46.160340,1024.000000,0.000000,0.999807,0.678313,
355,500,0.000000,0.000000,1.000000,1.000000,1.000000,46.141136,1008.750000,0.000000,0.000000,0.623750,
356,500,0.000000,0.000000,1.000000,0.875000,0.750000,41.149926,1001.750000,0.000000,0.999844,3.970305,
357,500,0.000000,0.000000,1.000000,0.750000,0.750000,46.541416,929.500000,0.000000,0.999784,3.865050,
358,500,0.000000,0.000000,1.000000,2.000000,1.000000,48.189552,594.625000,0.000000,0.000000,0.048242,
359,500,0.000000,0.000000,1.000000,1.750000,1.000000,48.133262,569.125000,0.000000,0.999784,0.810783,
360,500,0.000000,0.000000,1.000000,1.250000,1.000000,44.894898,603.500000,0.000000,0.999784,3.274297,
361,500,0.000000,0.000000,1.000000,1.750000,1.000000,47.515079,703.875000,0.000000,0.999784,0.521462,
362,500,0.000000,0.000000,1.000000,2.000000,1.000000,47.985668,622.375000,0.000000,0.000000,0.406160,
363,500,0.000000,0.000000,1.000000,2.000000,1.000000,47.895363,573.500000,0.000000,0.000000,1.027599,
364,500,0.000000,0.000000,1.000000,0.875000,0.625000,47.690100,729.125000,0.000000,0.999880,4.994837,
365,500,0.000000,0.000000,1.000000,2.000000,1.000000,46.515313,1024.000000,0.000000,0.000000,0.330830,
366,500,0.000000,0.000000,1.000000,1.750000,1.000000,46.831394,867.625000,0.000000,0.999784,0.842181,
367,500,0.000000,0.000000,1.000000,1.125000,0.875000,47.660576,727.875000,0.000000,0.999844,2.238459,
368,500,0.000000,0.000000,1.000000,0.375000,0.250000,46.377954,889.625000,0.000000,0.999866,8.527905,
369,500,0.000000,0.000000,1.000000,1.125000,0.875000,46.750160,1024.000000,0.000000,0.999844,1.169223,
370,500,0.000000,0.000000,1.000000,0.625000,0.625000,46.481239,1024.000000,0.000000,0.999807,2.097637,
371,500,0.000000,0.000000,1.000000,2.000000,1.000000,46.701137,1018.750000,0.000000,0.000000,1.609766,
372,500,0.000000,0.000000,1.000000,2.000000,1.000000,47.287495,795.875000,0.000000,0.000000,3.277849,
373,500,0.000000,0.000000,1.000000,2.000000,1.000000,46.869558,947.625000,0.000000,0.000000,1.366172,
374,500,0.000000,0.000000,1.000000,2.000000,1.000000,47.159879,874.250000,0.000000,0.000000,0.123500,
375,500,0.000000,0.000000,1.000000,2.000000,1.000000,47.480903,734.750000,0.000000,0.000000,1.540311,
376,500,0.000000,0.000000,1.000000,1.000000,0.875000,46.615173,995.375000,0.000000,0.999813,1.816618,
377,500,0.000000,0.000000,1.000000,2.000000,1.000000,47.308595,676.750000,0.000000,0.000000,1.447575,
378,500,0.000000,0.000000,1.000000,1.875000,1.000000,46.803606,790.250000,0.000000,0.999717,0.891830,
379,500,0.000000,0.000000,1.000000,2.000000,1.000000,48.290787,462.000000,0.000000,0.000000,0.624553,
380,500,0.000000,0.000000,1.000000,2.000000,1.000000,47.664550,600.000000,0.000000,0.000000,1.967864,
381,500,0.000000,0.000000,1.000000,1.875000,1.000000,47.253413,791.250000,0.000000,0.999717,1.137243,
382,500,0.000000,0.000000,1.000000,0.625000,0.625000,46.457201,984.125000,0.000000,0.999807,3.588511,
383,500,0.000000,0.000000,1.000000,1.125000,1.000000,47.328714,687.625000,0.000000,0.999717,1.258831,
384,500,0.000000,0.000000,1.000000,2.000000,1.000000,47.747043,678.750000,0.000000,0.000000,1.416572,
385,500,0.000000,0.000000,1.000000,0.625000,0.625000,46.503646,890.500000,0.000000,0.999807,4.561971,
386,500,0.000000,0.000000,1.000000,0.875000,0.875000,46.174530,1024.000000,0.000000,0.999717,0.798249,
387,500,0.000000,0.000000,1.000000,1.250000,1.000000,45.884170,1024.000000,0.000000,0.999784,0.362413,
388,500,0.000000,0.000000,1.000000,1.750000,1.000000,47.403679,813.125000,0.000000,0.999784,1.587771,
389,500,0.000000,0.000000,1.000000,1.375000,0.750000,47.210987,889.375000,0.000000,0.999891,5.087163,
390,500,0.000000,0.000000,1.000000,1.750000,1.000000,46.654140,1019.500000,0.000000,0.999784,0.078371,
391,500,0.000000,0.000000,1.000000,1.875000,1.000000,47.830377,657.500000,0.000000,0.999717,0.770636,
392,500,0.000000,0.000000,1.000000,1.000000,1.000000,48.480889,466.250000,0.000000,0.000000,0.097602,
393,500,0.000000,0.000000,1.000000,0.875000,0.875000,46.768925,1024.000000,0.000000,0.999717,1.217269,
394,500,0.000000,0.000000,1.000000,1.875000,1.000000,46.410274,1021.250000,0.000000,0.999717,0.558380,
395,500,0.000000,0.000000,1.000000,2.000000,1.000000,46.679260,1024.000000,0.000000,0.000000,0.053824,
396,500,0.000000,0.000000,1.000000,1.000000,0.875000,46.548788,984.625000,0.000000,0.999813,2.550893,
397,500,0.000000,0.000000,1.000000,2.000000,1.000000,46.687826,1001.625000,0.000000,0.000000,0.076791,
398,500,0.000000,0.000000,1.000000,2.000000,1.000000,46.185044,1024.000000,0.000000,0.000000,0.056996,
399,500,0.000000,0.000000,1.000000,1.250000,0.750000,46.534717,1024.000000,0.000000,0.999887,1.888894,
400,500,0.000000,0.000000,1.000000,1.250000,1.000000,46.513490,994.625000,0.000000,0.999784,1.447421,29.6
401,500,0.000000,0.000000,1.000000,0.875000,0.875000,43.635969,795.125000,0.000000,0.999717,2.376530,
402,500,0.000000,0.000000,1.000000,1.250000,1.000000,46.210760,1010.875000,0.000000,0.999784,0.195908,
403,500,0.000000,0.000000,1.000000,1.000000,1.000000,45.758812,1024.000000,0.000000,0.000000,0.629165,
404,500,0.000000,0.000000,1.000000,1.875000,1.000000,45.984484,1024.000000,0.000000,0.999717,0.040883,
405,500,0.000000,0.000000,1.000000,1.000000,1.000000,47.272057,727.000000,0.000000,0.000000,1.785867,
406,500,0.000000,0.000000,1.000000,1.000000,1.000000,46.427624,980.625000,0.000000,0.000000,0.516765,
407,500,0.000000,0.000000,1.000000,1.125000,0.875000,46.450230,1002.875000,0.000000,0.999844,1.364565,
408,500,0.000000,0.000000,1.000000,1.125000,0.875000,46.598696,1024.000000,0.000000,0.999844,1.191427,
409,500,0.000000,0.000000,1.000000,1.000000,1.000000,46.545232,1024.000000,0.000000,0.000000,0.159379,
410,500,0.000000,0.000000,1.000000,0.750000,0.750000,46.532859,1024.000000,0.000000,0.999784,0.944078,
411,500,0.000000,0.000000,1.000000,1.000000,1.000000,46.334772,1024.000000,0.000000,0.000000,0.112848,
412,500,0.000000,0.000000,1.000000,1.875000,1.000000,46.449703,1024.000000,0.000000,0.999717,0.086078,
413,500,0.000000,0.000000,1.000000,1.750000,1.000000,46.713326,888.500000,0.000000,0.999784,0.263755,
414,500,0.000000,0.000000,1.000000,1.125000,1.000000,40.154184,1024.000000,0.000000,0.999717,0.128512,
415,500,0.000000,0.000000,1.000000,1.750000,1.000000,46.494071,1011.625000,0.000000,0.999784,0.165644,
416,500,0.000000,0.000000,1.000000,1.000000,0.875000,46.583354,1024.000000,0.000000,0.999813,2.228966,
417,500,0.000000,0.000000,1.000000,1.875000,1.000000,46.846650,985.875000,0.000000,0.999717,1.295833,
418,500,0.000000,0.000000,1.000000,1.500000,1.000000,46.512779,1024.000000,0.000000,0.999813,0.283800,
419,500,0.000000,0.000000,1.000000,2.000000,1.000000,46.574305,1024.000000,0.000000,0.000000,0.426615,
420,500,0.000000,0.000000,1.000000,0.875000,0.750000,43.499842,964.125000,0.000000,0.999844,3.509306,
421,500,0.000000,0.000000,1.000000,1.875000,1.000000,46.417719,1024.000000,0.000000,0.999717,0.052044,
422,500,0.000000,0.000000,1.000000,1.250000,0.750000,46.403617,912.500000,0.000000,0.999887,2.960525,
423,500,0.000000,0.000000,1.000000,0.875000,0.875000,46.234646,942.000000,0.000000,0.999717,1.777365,
424,500,0.000000,0.000000,1.000000,1.750000,1.000000,47.123727,853.125000,0.000000,0.999784,0.242193,
425,500,0.000000,0.000000,1.000000,1.750000,1.000000,46.643980,1014.250000,0.000000,0.999784,0.717127,
426,500,0.000000,0.000000,1.000000,1.250000,1.000000,46.635147,1024.000000,0.000000,0.999784,0.308588,
427,500,0.000000,0.000000,1.000000,1.875000,1.000000,46.872197,1024.000000,0.000000,0.999717,0.984940,
428,500,0.000000,0.000000,1.000000,1.375000,1.000000,46.720185,961.375000,0.000000,0.999807,0.168628,
429,500,0.000000,0.000000,1.000000,1.500000,0.875000,46.407076,1024.000000,0.000000,0.999868,1.368188,
430,500,0.000000,0.000000,1.000000,1.875000,1.000000,46.750351,1024.000000,0.000000,0.999717,0.022656,
431,500,0.000000,0.000000,1.000000,1.625000,1.000000,46.627529,1024.000000,0.000000,0.999807,0.191857,
432,500,0.000000,0.000000,1.000000,1.500000,1.000000,46.612036,1024.000000,0.000000,0.999813,0.355158,
433,500,0.000000,0.000000,1.000000,1.875000,1.000000,46.246839,1024.000000,0.000000,0.999717,0.225391,
434,500,0.000000,0.000000,1.000000,1.375000,1.000000,46.304757,1024.000000,0.000000,0.999807,0.292642,
435,500,0.000000,0.000000,1.000000,1.000000,0.750000,41.065513,1024.000000,0.000000,0.999868,3.294655,
436,500,0.000000,0.000000,1.000000,1.500000,1.000000,46.479055,1024.000000,0.000000,0.999813,0.224734,
437,500,0.000000,0.000000,1.000000,0.500000,0.500000,46.554506,1024.000000,0.000000,0.999813,5.196618,
438,500,0.000000,0.000000,1.000000,0.875000,0.875000,46.842277,1024.000000,0.000000,0.999717,1.024556,
439,500,0.000000,0.000000,1.000000,0.750000,0.750000,45.330514,1024.000000,0.000000,0.999784,2.907591,
440,500,0.000000,0.000000,1.000000,1.500000,0.750000,46.677123,951.250000,0.000000,0.999892,2.648668,
441,500,0.000000,0.000000,1.000000,1.000000,1.000000,46.266376,1024.000000,0.000000,0.000000,0.029507,
442,500,0.000000,0.000000,1.000000,1.500000,0.875000,46.601616,1024.000000,0.000000,0.999868,0.343786,
443,500,0.000000,0.000000,1.000000,0.625000,0.625000,46.623582,920.625000,0.000000,0.999807,3.097925,
444,500,0.000000,0.000000,1.000000,1.250000,0.875000,46.604506,1024.000000,0.000000,0.999859,1.678800,
445,500,0.000000,0.000000,1.000000,0.625000,0.625000,46.584415,875.875000,0.000000,0.999807,4.067057,
446,500,0.000000,0.000000,1.000000,0.875000,0.625000,46.378215,1024.000000,0.000000,0.999880,4.355969,
447,500,0.000000,0.000000,1.000000,0.875000,0.875000,46.681057,1024.000000,0.000000,0.999717,1.890370,
448,500,0.000000,0.000000,1.000000,0.500000,0.500000,46.279641,1024.000000,0.000000,0.999813,4.559678,
449,500,0.000000,0.000000,1.000000,1.750000,1.000000,46.726052,1024.000000,0.000000,0.999784,0.319106,
450,500,0.000000,0.000000,1.000000,0.500000,0.500000,46.147452,1014.000000,0.000000,0.999813,5.643896,17.6
451,500,0.000000,0.000000,1.000000,0.750000,0.625000,46.306558,1024.000000,0.000000,0.999859,4.609432,
452,500,0.000000,0.000000,1.000000,1.000000,1.000000,46.090786,1024.000000,0.000000,0.000000,0.102674,
453,500,0.000000,0.000000,1.000000,1.625000,0.875000,46.587250,913.750000,0.000000,0.999866,1.662480,
454,500,0.000000,0.000000,1.000000,0.625000,0.625000,46.305677,1024.000000,0.000000,0.999807,4.311313,
455,500,0.000000,0.000000,1.000000,0.875000,0.875000,46.213059,1024.000000,0.000000,0.999717,1.704025,
456,500,0.000000,0.000000,1.000000,0.750000,0.750000,45.621148,1024.000000,0.000000,0.999784,3.009609,
457,500,0.000000,0.000000,1.000000,0.625000,0.625000,45.164372,1024.000000,0.000000,0.999807,5.583223,
458,500,0.000000,0.000000,1.000000,1.000000,0.875000,46.025675,1024.000000,0.000000,0.999813,1.502046,
459,500,0.000000,0.000000,1.000000,1.125000,1.000000,46.417146,1024.000000,0.000000,0.999717,0.593127,
460,500,0.000000,0.000000,1.000000,0.750000,0.750000,46.346777,1024.000000,0.000000,0.999784,3.330050,
461,500,0.000000,0.000000,1.000000,1.375000,0.750000,46.729051,830.625000,0.000000,0.999866,5.033824,
462,500,0.000000,0.000000,1.000000,0.750000,0.625000,46.533150,1024.000000,0.000000,0.999859,3.505413,
463,500,0.000000,0.000000,1.000000,1.125000,1.000000,46.483567,1024.000000,0.000000,0.999717,0.260392,
464,500,0.000000,0.000000,1.000000,0.875000,0.875000,46.524027,1024.000000,0.000000,0.999717,1.546010,
465,500,0.000000,0.000000,1.000000,1.250000,1.000000,46.334842,1024.000000,0.000000,0.999784,0.323469,
466,500,0.000000,0.000000,1.000000,0.875000,0.750000,46.235212,1024.000000,0.000000,0.999844,1.359734,
467,500,0.000000,0.000000,1.000000,1.000000,0.500000,46.567064,1024.000000,0.000000,0.999906,5.556323,
468,500,0.000000,0.000000,1.000000,0.750000,0.750000,46.224948,1024.000000,0.000000,0.999784,3.052200,
469,500,0.000000,0.000000,1.000000,1.250000,0.875000,46.809538,1024.000000,0.000000,0.999859,1.320686,
470,500,0.000000,0.000000,1.000000,1.125000,1.000000,46.549490,1024.000000,0.000000,0.999717,0.448360,
471,500,0.000000,0.000000,1.000000,1.875000,1.000000,46.352700,1024.000000,0.000000,0.999717,0.114859,
472,500,0.000000,0.000000,1.000000,0.750000,0.750000,46.267904,1024.000000,0.000000,0.999784,3.268416,
473,500,0.000000,0.000000,1.000000,1.625000,1.000000,46.774911,1024.000000,0.000000,0.999807,0.417960,
474,500,0.000000,0.000000,1.000000,0.750000,0.750000,46.051109,1024.000000,0.000000,0.999784,2.673174,
475,500,0.000000,0.000000,1.000000,1.875000,1.000000,46.637718,1024.000000,0.000000,0.999717,0.041743,
476,500,0.000000,0.000000,1.000000,2.000000,1.000000,46.185387,1024.000000,0.000000,0.000000,0.060980,
477,500,0.000000,0.000000,1.000000,1.125000,0.875000,46.567430,1024.000000,0.000000,0.999844,2.746220,
478,500,0.000000,0.000000,1.000000,1.625000,0.875000,46.345411,1024.000000,0.000000,0.999866,1.699847,
479,500,0.000000,0.000000,1.000000,1.375000,1.000000,46.524736,1024.000000,0.000000,0.999807,0.289367,
480,500,0.000000,0.000000,1.000000,1.500000,0.875000,46.610275,1024.000000,0.000000,0.999868,1.832745,
481,500,0.000000,0.000000,1.000000,1.875000,1.000000,46.601447,1024.000000,0.000000,0.999717,0.036564,
482,500,0.000000,0.000000,1.000000,2.000000,1.000000,46.723617,1024.000000,0.000000,0.000000,0.018383,
483,500,0.000000,0.000000,1.000000,1.625000,1.000000,46.638437,1024.000000,0.000000,0.999807,0.238184,
484,500,0.000000,0.000000,1.000000,1.750000,1.000000,46.691725,912.000000,0.000000,0.999784,0.236280,
485,500,0.000000,0.000000,1.000000,1.125000,1.000000,41.013120,1024.000000,0.000000,0.999717,0.483526,
486,500,0.000000,0.000000,1.000000,2.000000,1.000000,47.033834,1024.000000,0.000000,0.000000,0.041601,
487,500,0.000000,0.000000,1.000000,1.125000,0.750000,46.413023,909.000000,0.000000,0.999880,2.695173,
488,500,0.000000,0.000000,1.000000,1.000000,1.000000,46.010839,1024.000000,0.000000,0.000000,0.669042,
489,500,0.000000,0.000000,1.000000,1.875000,0.875000,46.896305,1024.000000,0.000000,0.999717,0.019370,
490,500,0.000000,0.000000,1.000000,1.625000,0.875000,46.832138,1024.000000,0.000000,0.999866,0.170869,
491,500,0.000000,0.000000,1.000000,2.000000,1.000000,47.017552,1024.000000,0.000000,0.000000,0.007142,
492,500,0.000000,0.000000,1.000000,2.000000,1.000000,46.708548,1024.000000,0.000000,0.000000,0.019455,
493,500,0.000000,0.000000,1.000000,2.000000,1.000000,47.059655,1024.000000,0.000000,0.000000,0.039873,
494,500,0.000000,0.000000,1.000000,1.125000,1.000000,46.648425,1024.000000,0.000000,0.999717,0.486956,
495,500,0.000000,0.000000,1.000000,1.250000,1.000000,46.809160,1024.000000,0.000000,0.999784,0.026635,
496,500,0.000000,0.000000,1.000000,2.000000,1.000000,46.868426,1024.000000,0.000000,0.000000,0.015021,
497,500,0.000000,0.000000,1.000000,1.000000,1.000000,46.990576,1024.000000,0.000000,0.000000,0.017659,
498,500,0.000000,0.000000,1.000000,1.000000,1.000000,46.996763,1024.000000,0.000000,0.000000,0.040020,
499,500,0.000000,0.000000,1.000000,1.625000,1.000000,46.897751,1024.000000,0.000000,0.999807,0.215747,
500,500,0.000000,0.000000,1.000000,1.750000,1.000000,46.974481,1024.000000,0.000000,0.999784,0.049360,35.0
